Reaction,Annotation
rxn06562,  Lipid metabolism
rxn34357,
rxn05105,  Amino acid metabolism
rxn00396,  Amino acid metabolism
rxn00625,
rxn10477,  Metabolism of cofactors and vitamins
rxn01157,
rxn05513,
rxn19896,  Amino acid metabolism
rxn09037,  Metabolism of terpenoids and polyketides
rxn37956,  Lipid metabolism
rxn04454,  Metabolism of terpenoids and polyketides
rxn19488,
rxn02270,
rxn13893,  Amino acid metabolism
rxn35549,  Amino acid metabolism
rxn38677,  Lipid metabolism
rxn32720,  Carbohydrate metabolism
rxn05242,
rxn32053,  Amino acid metabolism
rxn10036,  Energy metabolism
rxn07766,  Biosynthesis of other secondary metabolites
rxn29023,
rxn11007,  Amino acid metabolism
rxn15298,  Carbohydrate metabolism
rxn33750,  Metabolism of cofactors and vitamins
rxn11810,  Xenobiotics biodegradation and metabolism
rxn32289,
rxn38486,  Lipid metabolism
rxn07606,  Xenobiotics biodegradation and metabolism
EXpd00182,
rxn30332,  Amino acid metabolism
rxn01606,
rxn02889,  Amino acid metabolism
rxn06112,  Biosynthesis of other secondary metabolites
rxn16728,  Metabolism of terpenoids and polyketides
rxn00429,  Xenobiotics biodegradation and metabolism
rxn30369,  Metabolism of cofactors and vitamins
rxn01192,  Xenobiotics biodegradation and metabolism
rxn05234,  Nucleotide metabolism
rxn09427,  Lipid metabolism
rxn01434,  Amino acid metabolism
rxn24344,
rxn00715,  Nucleotide metabolism
rxn28797,
rxn09425,  Lipid metabolism
rxn33208,  Lipid metabolism
rxn01690,  Lipid metabolism
rxn00463,  Nucleotide metabolism
rxn30734,  Amino acid metabolism
rxn04290,  Metabolism of terpenoids and polyketides
rxn15334,  Nucleotide metabolism
rxn00305,  Carbohydrate metabolism
EXpd00156,
rxn32708,  Carbohydrate metabolism
rxn10104,  Energy metabolism
rxn06038,  Lipid metabolism
rxn04473,  Metabolism of terpenoids and polyketides
rxn19338,  Nucleotide metabolism
rxn32418,  Metabolism of cofactors and vitamins
EXpd00356,
rxn08458,
rxn06079,  Lipid metabolism
rxn06087,  Lipid metabolism
rxn16368,
rxn01933,  Xenobiotics biodegradation and metabolism
rxn16694,  Metabolism of terpenoids and polyketides
rxn08820,
rxn00734,  Amino acid metabolism
rxn33256,  Nucleotide metabolism
rxn02229,  Amino acid metabolism
rxn12537,  Metabolism of cofactors and vitamins
rxn31253,  Lipid metabolism
rxn01895,  Amino acid metabolism
rxn37266,  Metabolism of cofactors and vitamins
rxn03337,  Amino acid metabolism
rxn02477,  Metabolism of cofactors and vitamins
rxn38233,  Nucleotide metabolism
rxn22316,
peptidoglycan_rxn,
rxn15075,  Carbohydrate metabolism
rxn32424,
rxn12512,  Metabolism of cofactors and vitamins
rxn16803,  Xenobiotics biodegradation and metabolism
rxn16663,
rxn04832,  Xenobiotics biodegradation and metabolism
rxn02400,  Metabolism of cofactors and vitamins
rxn02930,
rxn03806,  Metabolism of terpenoids and polyketides
rxn33602,
rxn02030,
rxn34538,
rxn00627,  Carbohydrate metabolism
rxn04590,  Biosynthesis of other secondary metabolites
rxn03630,  Metabolism of other amino acids
rxn35371,
rxn10609,  Biosynthesis of other secondary metabolites
rxn33463,
rxn05946,
rxn17704,
rxn01370,  Nucleotide metabolism
rxn20838,  Metabolism of terpenoids and polyketides
rxn36687,  Lipid metabolism
EXpd00533,
rxn05110,  Biosynthesis of other secondary metabolites
rxn09288,
rxn01991,  Amino acid metabolism
rxn35480,
rxn00540,  Amino acid metabolism
rxn07877,
rxn04352,  Metabolism of terpenoids and polyketides
rxn01166,  Lipid metabolism
rxn30153,
rxn32421,  Carbohydrate metabolism
rxn33386,  Carbohydrate metabolism
rxn34769,
rxn07168,  Biosynthesis of other secondary metabolites
rxn09638,  Xenobiotics biodegradation and metabolism
rxn19263,  Lipid metabolism
rxn08549,
rxn28309,  Metabolism of cofactors and vitamins
rxn01896,  Xenobiotics biodegradation and metabolism
rxn16792,  Carbohydrate metabolism
EXpd00024,
rxn02756,  Metabolism of cofactors and vitamins
rxn02768,  Carbohydrate metabolism
rxn15696,  Amino acid metabolism
rxn01352,  Nucleotide metabolism
rxn19253,  Amino acid metabolism
rxn02015,  Lipid metabolism
rxn16123,  Metabolism of terpenoids and polyketides
rxn00962,  Xenobiotics biodegradation and metabolism
rxn15053,  Lipid metabolism
rxn04312,  Metabolism of terpenoids and polyketides
rxn03727,  Xenobiotics biodegradation and metabolism
rxn30731,
rxn10984,  Lipid metabolism
rxn06971,  Lipid metabolism
rxn00177,  Carbohydrate metabolism
rxn08311,
rxn04034,  Metabolism of terpenoids and polyketides
rxn34233,  Carbohydrate metabolism
rxn01193,  Xenobiotics biodegradation and metabolism
rxn02332,  Carbohydrate metabolism
rxn17384,  Biosynthesis of other secondary metabolites
rxn33015,
rxn41830,
rxn07748,  Biosynthesis of other secondary metabolites
rxn37953,
rxn00278,  Amino acid metabolism
rxn16140,  Carbohydrate metabolism
rxn26078,  Amino acid metabolism
rxn31255,  Lipid metabolism
rxn03933,  Glycan biosynthesis and metabolism
rxn11077,  Metabolism of cofactors and vitamins
rxn00703,
rxn14057,  Energy metabolism
rxn00930,  Amino acid metabolism
rxn17066,  Biosynthesis of other secondary metabolites
rxn34731,  Amino acid metabolism
rxn01578,  Amino acid metabolism
EXpd00209,
rxn32253,
rxn27724,  Metabolism of cofactors and vitamins
rxn00193,
rxn34191,  Carbohydrate metabolism
rxn13975,  Biosynthesis of other secondary metabolites
rxn15112,  Nucleotide metabolism
rxn02274,  Amino acid metabolism
rxn04650,  Xenobiotics biodegradation and metabolism
rxn04950,
rxn01444,  Nucleotide metabolism
rxn43619,
rxn09614,  Xenobiotics biodegradation and metabolism
rxn35639,
rxn00306,  Carbohydrate metabolism
rxn07585,  Metabolism of cofactors and vitamins
rxn32636,  Xenobiotics biodegradation and metabolism
rxn05625,
rxn33140,  Lipid metabolism
rxn07686,  Lipid metabolism
rxn33730,  Amino acid metabolism
rxn39598,
rxn25745,  Lipid metabolism
rxn15923,  Metabolism of cofactors and vitamins
rxn20036,  Xenobiotics biodegradation and metabolism
rxn11758,  Xenobiotics biodegradation and metabolism
rxn02297,  Metabolism of cofactors and vitamins
rxn00148,  Carbohydrate metabolism
rxn01506,  Carbohydrate metabolism
rxn16794,  Nucleotide metabolism
rxn34240,  Carbohydrate metabolism
rxn03286,  Lipid metabolism
rxn33392,
rxn03379,  Metabolism of other amino acids
rxn16139,  Energy metabolism
rxn03861,
EXpd00149,
rxn00521,  Amino acid metabolism
rxn01706,  Nucleotide metabolism
rxn30532,
rxn01750,  Carbohydrate metabolism
EXpd02333,
rxn09889,  Xenobiotics biodegradation and metabolism
rxn04894,  Xenobiotics biodegradation and metabolism
rxn03743,  Xenobiotics biodegradation and metabolism
rxn04311,  Metabolism of terpenoids and polyketides
rxn05549,
rxn38543,  Metabolism of cofactors and vitamins
rxn04448,  Metabolism of terpenoids and polyketides
rxn08168,  Metabolism of cofactors and vitamins
rxn29986,  Nucleotide metabolism
rxn31354,  Metabolism of terpenoids and polyketides
rxn45744,
rxn05301,  Lipid metabolism
rxn01261,  Metabolism of cofactors and vitamins
rxn06403,  Carbohydrate metabolism
rxn30484,
rxn38909,  Amino acid metabolism
rxn02775,  Metabolism of cofactors and vitamins
rxn19327,
EXpd01363,
rxn09065,  Metabolism of cofactors and vitamins
rxn44951,
rxn30021,  Carbohydrate metabolism
EXpd00051,
EXpd00222,
rxn31933,  Xenobiotics biodegradation and metabolism
rxn07628,  Xenobiotics biodegradation and metabolism
rxn02140,  Xenobiotics biodegradation and metabolism
EXpd00027,
rxn21215,  Amino acid metabolism
rxn26890,  Xenobiotics biodegradation and metabolism
rxn06219,  Lipid metabolism
rxn01972,  Amino acid metabolism
rxn38835,  Carbohydrate metabolism
rxn07366,  Metabolism of terpenoids and polyketides
rxn03800,  Xenobiotics biodegradation and metabolism
rxn33937,
rxn01251,  Metabolism of cofactors and vitamins
rxn31476,  Glycan biosynthesis and metabolism
rxn08447,
rxn03408,  Glycan biosynthesis and metabolism
rxn35247,
rxn11510,
rxn33867,  Carbohydrate metabolism
EXpd00133,
rxn04746,  Xenobiotics biodegradation and metabolism
rxn04834,  Xenobiotics biodegradation and metabolism
rxn19986,  Amino acid metabolism
rxn31793,  Metabolism of terpenoids and polyketides
rxn03974,  Biosynthesis of other secondary metabolites
rxn30428,  Nucleotide metabolism
rxn04316,  Metabolism of terpenoids and polyketides
rxn05104,  Amino acid metabolism
rxn12931,
rxn00297,  Carbohydrate metabolism
rxn07151,  Biosynthesis of other secondary metabolites
rxn02946,  Amino acid metabolism
rxn06883,  Carbohydrate metabolism
rxn01729,  Amino acid metabolism
rxn33129,  Metabolism of cofactors and vitamins
rxn14207,  Energy metabolism
rxn03201,  Lipid metabolism
rxn35316,  Energy metabolism
rxn01442,
rxn03559,  Xenobiotics biodegradation and metabolism
rxn30413,  Nucleotide metabolism
rxn30141,  Carbohydrate metabolism
rxn38911,
rxn15338,  Carbohydrate metabolism
rxn19213,  Nucleotide metabolism
rxn02743,  Amino acid metabolism
rxn01685,  Carbohydrate metabolism
rxn26196,
rxn24354,  Amino acid metabolism
rxn01142,  Amino acid metabolism
EXpd00129,
rxn12881,
rxn10667,  Amino acid metabolism
rxn05124,  Amino acid metabolism
rxn00524,  Amino acid metabolism
rxn15855,  Biosynthesis of other secondary metabolites
rxn10060,  Energy metabolism
rxn38482,  Lipid metabolism
rxn08066,
rxn32171,  Carbohydrate metabolism
rxn04140,
rxn11346,
rxn01993,  Xenobiotics biodegradation and metabolism
rxn02809,  Xenobiotics biodegradation and metabolism
rxn07348,  Metabolism of terpenoids and polyketides
EXpd00353,
rxn08822,
rxn31225,  Lipid metabolism
rxn16887,
rxn19339,  Xenobiotics biodegradation and metabolism
rxn03741,  Xenobiotics biodegradation and metabolism
rxn03041,  Amino acid metabolism
rxn19892,  Amino acid metabolism
rxn02227,  Amino acid metabolism
rxn01602,  Metabolism of cofactors and vitamins
rxn34088,  Carbohydrate metabolism
rxn00366,  Nucleotide metabolism
rxn32389,  Lipid metabolism
rxn30618,  Metabolism of other amino acids
rxn02102,  Nucleotide metabolism
rxn03946,
rxn01679,  Nucleotide metabolism
rxn16170,  Metabolism of terpenoids and polyketides
rxn31773,  Amino acid metabolism
rxn32757,  Energy metabolism
rxn33683,  Amino acid metabolism
rxn25238,  Amino acid metabolism
rxn32737,  Xenobiotics biodegradation and metabolism
rxn13914,  Biosynthesis of other secondary metabolites
rxn01088,  Lipid metabolism
rxn01143,  Nucleotide metabolism
rxn32492,  Carbohydrate metabolism
rxn00588,  Xenobiotics biodegradation and metabolism
rxn31323,  Lipid metabolism
rxn46266,
rxn38280,  Metabolism of cofactors and vitamins
rxn07899,  Xenobiotics biodegradation and metabolism
rxn01141,
rxn13106,  Nucleotide metabolism
rxn15724,
rxn09338,  Lipid metabolism
rxn01475,  Carbohydrate metabolism
rxn32844,  Amino acid metabolism
rxn15629,  Metabolism of terpenoids and polyketides
rxn34738,  Lipid metabolism
rxn15899,  Carbohydrate metabolism
rxn39013,  Xenobiotics biodegradation and metabolism
rxn38888,  Amino acid metabolism
rxn00146,  Carbohydrate metabolism
rxn33272,  Energy metabolism
rxn15754,  Metabolism of cofactors and vitamins
rxn01285,
rxn15545,  Lipid metabolism
rxn43863,
rxn32259,  Carbohydrate metabolism
rxn28350,  Metabolism of cofactors and vitamins
rxn00750,  Lipid metabolism
EXpd00130,
rxn09177,  Metabolism of cofactors and vitamins
rxn14043,  Metabolism of other amino acids
rxn35376,  Metabolism of cofactors and vitamins
rxn09720,  Metabolism of other amino acids
rxn06045,  Lipid metabolism
rxn29956,  Nucleotide metabolism
EXpd00263,
rxn22783,  Metabolism of terpenoids and polyketides
rxn00590,  Xenobiotics biodegradation and metabolism
rxn03625,  Xenobiotics biodegradation and metabolism
rxn36685,  Lipid metabolism
rxn47906,
rxn36392,  Lipid metabolism
rxn07218,
rxn04740,  Xenobiotics biodegradation and metabolism
rxn35318,
rxn33492,  Carbohydrate metabolism
rxn02011,  Amino acid metabolism
rxn08856,
rxn38030,
rxn01601,  Metabolism of cofactors and vitamins
rxn33374,
rxn06578,  Carbohydrate metabolism
rxn00613,
rxn30302,  Amino acid metabolism
rxn47471,
rxn00510,  Amino acid metabolism
rxn01538,  Metabolism of cofactors and vitamins
rxn08019,
rxn00942,  Metabolism of cofactors and vitamins
rxn39322,  Lipid metabolism
rxn11654,  Xenobiotics biodegradation and metabolism
rxn01753,  Carbohydrate metabolism
GmPosellwall,
rxn01207,
rxn03643,  Carbohydrate metabolism
rxn01583,  Lipid metabolism
rxn14215,  Metabolism of terpenoids and polyketides
rxn11995,
rxn01857,  Carbohydrate metabolism
rxn42091,
EXpd00242,
rxn00131,  Nucleotide metabolism
rxn27228,  Nucleotide metabolism
rxn04952,
rxn31327,  Lipid metabolism
rxn32682,  Xenobiotics biodegradation and metabolism
rxn09128,  Metabolism of cofactors and vitamins
rxn30697,  Metabolism of terpenoids and polyketides
rxn02772,  Metabolism of terpenoids and polyketides
rxn34011,
rxn35629,
rxn38060,  Amino acid metabolism
rxn01686,  Carbohydrate metabolism
rxn04811,  Xenobiotics biodegradation and metabolism
rxn19071,  Nucleotide metabolism
rxn15165,  Metabolism of cofactors and vitamins
rxn14039,  Metabolism of cofactors and vitamins
rxn01869,  Carbohydrate metabolism
rxn38314,  Amino acid metabolism
rxn26481,  Lipid metabolism
rxn01057,  Carbohydrate metabolism
rxn35452,  Carbohydrate metabolism
rxn29959,  Carbohydrate metabolism
rxn31361,
rxn13182,  Metabolism of cofactors and vitamins
rxn06077,  Amino acid metabolism
rxn34705,
rxn33024,
rxn32556,  Nucleotide metabolism
rxn03918,  Glycan biosynthesis and metabolism
rxn04830,  Xenobiotics biodegradation and metabolism
rxn01107,  Carbohydrate metabolism
rxn14248,  Biosynthesis of other secondary metabolites
rxn30908,  Nucleotide metabolism
rxn08227,
rxn03650,  Xenobiotics biodegradation and metabolism
rxn01621,  Carbohydrate metabolism
rxn11998,  Lipid metabolism
rxn03047,  Metabolism of cofactors and vitamins
rxn10059,  Energy metabolism
rxn35548,  Carbohydrate metabolism
rxn11959,  Xenobiotics biodegradation and metabolism
rxn20583,  Carbohydrate metabolism
rxn27766,  Nucleotide metabolism
rxn31565,  Metabolism of cofactors and vitamins
rxn08324,
rxn05168,  Nucleotide metabolism
rxn32318,  Metabolism of cofactors and vitamins
rxn17648,  Metabolism of cofactors and vitamins
rxn01113,  Carbohydrate metabolism
rxn01974,  Amino acid metabolism
rxn02767,  Amino acid metabolism
rxn01253,  Metabolism of cofactors and vitamins
rxn16321,  Carbohydrate metabolism
rxn14013,
rxn01045,  Amino acid metabolism
rxn14136,  Metabolism of terpenoids and polyketides
rxn04527,  Metabolism of terpenoids and polyketides
rxn01575,  Amino acid metabolism
rxn33672,  Nucleotide metabolism
rxn00202,  Amino acid metabolism
rxn12592,  Metabolism of cofactors and vitamins
rxn08439,  Lipid metabolism
rxn35538,
rxn16089,  Xenobiotics biodegradation and metabolism
rxn08761,  Lipid metabolism
rxn34708,
rxn04047,  Metabolism of cofactors and vitamins
rxn38162,  Carbohydrate metabolism
rxn31426,  Carbohydrate metabolism
rxn02402,  Metabolism of cofactors and vitamins
rxn15274,  Metabolism of other amino acids
rxn03969,  Xenobiotics biodegradation and metabolism
rxn11347,
rxn16000,  Xenobiotics biodegradation and metabolism
rxn01678,  Nucleotide metabolism
rxn00118,
rxn09326,
rxn01404,  Metabolism of other amino acids
EXpd00609,
rxn07594,  Xenobiotics biodegradation and metabolism
rxn16207,  Metabolism of other amino acids
rxn05177,  Nucleotide metabolism
rxn07541,  Xenobiotics biodegradation and metabolism
rxn30087,  Carbohydrate metabolism
rxn00340,  Amino acid metabolism
rxn30504,  Metabolism of terpenoids and polyketides
rxn13116,
rxn14044,  Carbohydrate metabolism
rxn35418,  Metabolism of cofactors and vitamins
rxn16758,  Xenobiotics biodegradation and metabolism
rxn30503,  Metabolism of terpenoids and polyketides
rxn14087,
rxn15860,  Biosynthesis of other secondary metabolites
rxn20638,  Amino acid metabolism
rxn09019,  Metabolism of terpenoids and polyketides
rxn19487,
rxn30045,  Amino acid metabolism
rxn31675,
rxn10585,
rxn14049,  Lipid metabolism
rxn37337,  Lipid metabolism
rxn07132,  Metabolism of terpenoids and polyketides
rxn01438,  Amino acid metabolism
rxn07367,  Metabolism of terpenoids and polyketides
rxn11078,  Metabolism of cofactors and vitamins
rxn02828,  Biosynthesis of other secondary metabolites
rxn00183,  Amino acid metabolism
rxn27919,  Nucleotide metabolism
rxn33383,  Nucleotide metabolism
rxn32939,  Nucleotide metabolism
rxn27667,  Carbohydrate metabolism
rxn31790,  Metabolism of cofactors and vitamins
rxn38490,  Lipid metabolism
rxn03991,
rxn08688,  Metabolism of cofactors and vitamins
rxn34304,  Carbohydrate metabolism
rxn33589,  Xenobiotics biodegradation and metabolism
rxn07317,  Lipid metabolism
rxn12545,  Metabolism of cofactors and vitamins
rxn32452,
rxn07527,  Xenobiotics biodegradation and metabolism
rxn09824,  Xenobiotics biodegradation and metabolism
rxn30018,  Nucleotide metabolism
rxn32876,  Xenobiotics biodegradation and metabolism
rxn01066,  Lipid metabolism
rxn05573,
rxn15746,  Carbohydrate metabolism
rxn07740,  Lipid metabolism
rxn38905,  Amino acid metabolism
rxn03704,  Xenobiotics biodegradation and metabolism
rxn10179,  Metabolism of terpenoids and polyketides
EXpd00557,
rxn35283,  Amino acid metabolism
EXpd00030,
rxn16675,  Carbohydrate metabolism
rxn00971,  Energy metabolism
rxn11875,  Xenobiotics biodegradation and metabolism
rxn04934,  Amino acid metabolism
rxn07486,  Carbohydrate metabolism
rxn34727,  Lipid metabolism
rxn31530,  Metabolism of terpenoids and polyketides
EXpd00089,
rxn04886,  Xenobiotics biodegradation and metabolism
rxn04789,  Metabolism of other amino acids
rxn06224,  Carbohydrate metabolism
rxn00949,  Energy metabolism
rxn31321,  Lipid metabolism
rxn00688,  Metabolism of cofactors and vitamins
rxn03978,  Energy metabolism
rxn16086,  Xenobiotics biodegradation and metabolism
rxn30509,
rxn35488,
rxn04051,
rxn02429,  Carbohydrate metabolism
rxn04324,  Metabolism of terpenoids and polyketides
rxn15749,  Amino acid metabolism
rxn07724,  Lipid metabolism
rxn01800,  Nucleotide metabolism
rxn16084,  Xenobiotics biodegradation and metabolism
rxn30680,  Metabolism of cofactors and vitamins
rxn02173,  Carbohydrate metabolism
rxn08445,
rxn09460,  Metabolism of other amino acids
rxn33063,  Amino acid metabolism
rxn27525,  Metabolism of cofactors and vitamins
rxn15360,  Carbohydrate metabolism
rxn05744,
rxn29112,  Nucleotide metabolism
rxn16701,  Xenobiotics biodegradation and metabolism
rxn35439,
rxn04068,  Lipid metabolism
rxn19341,  Metabolism of cofactors and vitamins
rxn38055,  Amino acid metabolism
rxn33762,  Nucleotide metabolism
rxn33363,  Xenobiotics biodegradation and metabolism
rxn00530,  Amino acid metabolism
rxn12196,  Biosynthesis of other secondary metabolites
rxn31256,  Lipid metabolism
rxn00033,  Amino acid metabolism
rxn39267,
rxn16431,
rxn00712,  Nucleotide metabolism
rxn07141,  Metabolism of terpenoids and polyketides
rxn33259,  Carbohydrate metabolism
rxn32513,  Amino acid metabolism
rxn08241,
rxn06545,  Xenobiotics biodegradation and metabolism
rxn31441,
rxn35443,
rxn30368,
rxn15685,  Metabolism of terpenoids and polyketides
rxn15546,  Lipid metabolism
rxn15449,
rxn30752,  Carbohydrate metabolism
rxn07882,
rxn17202,  Lipid metabolism
rxn30378,  Metabolism of other amino acids
rxn01306,  Carbohydrate metabolism
rxn11601,
rxn38696,
rxn07363,  Metabolism of terpenoids and polyketides
rxn28046,  Metabolism of cofactors and vitamins
rxn32471,  Carbohydrate metabolism
rxn38082,  Nucleotide metabolism
rxn05316,  Lipid metabolism
rxn00255,  Xenobiotics biodegradation and metabolism
EXpd00216,
rxn30478,
rxn32842,
rxn16024,  Xenobiotics biodegradation and metabolism
rxn29955,  Nucleotide metabolism
rxn04673,  Metabolism of cofactors and vitamins
rxn09188,  Amino acid metabolism
rxn15277,  Carbohydrate metabolism
rxn00669,  Carbohydrate metabolism
rxn29179,  Carbohydrate metabolism
rxn03092,
rxn01674,  Nucleotide metabolism
rxn00851,
rxn00767,
rxn30596,  Amino acid metabolism
rxn35448,  Amino acid metabolism
rxn00449,  Carbohydrate metabolism
rxn28110,  Carbohydrate metabolism
rxn20608,
rxn15950,  Amino acid metabolism
rxn16799,  Carbohydrate metabolism
rxn33315,
rxn29628,  Carbohydrate metabolism
rxn10906,  Metabolism of cofactors and vitamins
rxn09166,  Metabolism of cofactors and vitamins
rxn06281,
rxn37685,  Metabolism of terpenoids and polyketides
rxn00487,  Amino acid metabolism
rxn34258,
rxn00856,  Amino acid metabolism
rxn02509,  Metabolism of cofactors and vitamins
rxn22987,  Amino acid metabolism
rxn16414,
rxn03906,  Xenobiotics biodegradation and metabolism
rxn03867,  Xenobiotics biodegradation and metabolism
rxn08459,  Metabolism of cofactors and vitamins
rxn15964,  Energy metabolism
rxn34226,
rxn48197,
rxn00467,  Amino acid metabolism
rxn01884,  Xenobiotics biodegradation and metabolism
rxn12005,  Metabolism of cofactors and vitamins
rxn03990,
rxn03603,  Xenobiotics biodegradation and metabolism
rxn33132,  Amino acid metabolism
rxn03043,  Carbohydrate metabolism
rxn03604,  Xenobiotics biodegradation and metabolism
rxn29991,
rxn01108,  Carbohydrate metabolism
rxn01331,  Metabolism of cofactors and vitamins
rxn26505,
EXpd15561,
rxn01951,  Carbohydrate metabolism
rxn38234,  Nucleotide metabolism
EXpd00010,
rxn05794,
rxn32599,  Xenobiotics biodegradation and metabolism
rxn01453,  Carbohydrate metabolism
rxn18585,  Nucleotide metabolism
rxn28180,  Amino acid metabolism
rxn03055,  Amino acid metabolism
rxn17745,  Carbohydrate metabolism
rxn07455,  Lipid metabolism
rxn04347,  Metabolism of terpenoids and polyketides
rxn08922,
rxn01346,
rxn24320,
rxn35518,  Carbohydrate metabolism
rxn09111,  Metabolism of cofactors and vitamins
rxn32966,
rxn31785,  Carbohydrate metabolism
rxn00465,
rxn04674,  Metabolism of cofactors and vitamins
rxn05166,  Nucleotide metabolism
EXpd00039,
rxn33327,  Lipid metabolism
rxn38135,
rxn38971,  Energy metabolism
rxn38885,  Carbohydrate metabolism
rxn01663,  Amino acid metabolism
rxn06409,  Amino acid metabolism
rxn34879,
rxn02009,  Glycan biosynthesis and metabolism
rxn38430,  Amino acid metabolism
rxn31098,  Nucleotide metabolism
rxn05206,  Nucleotide metabolism
rxn16223,
rxn36080,
rxn03244,  Lipid metabolism
rxn01299,  Nucleotide metabolism
rxn01828,  Carbohydrate metabolism
rxn37873,  Lipid metabolism
rxn20161,
rxn37674,  Metabolism of other amino acids
rxn08617,  Carbohydrate metabolism
rxn31401,  Amino acid metabolism
rxn14270,  Metabolism of cofactors and vitamins
rxn05255,
rxn12749,  Metabolism of cofactors and vitamins
rxn24576,
rxn08239,
rxn11258,  Nucleotide metabolism
rxn35442,  Carbohydrate metabolism
rxn11759,  Xenobiotics biodegradation and metabolism
rxn34567,  Amino acid metabolism
rxn01203,  Amino acid metabolism
rxn02929,  Amino acid metabolism
rxn00348,  Amino acid metabolism
rxn00497,  Amino acid metabolism
rxn01163,  Lipid metabolism
rxn04579,  Biosynthesis of other secondary metabolites
rxn09679,  Carbohydrate metabolism
rxn03031,  Amino acid metabolism
rxn16051,  Metabolism of terpenoids and polyketides
rxn02875,
rxn35560,  Carbohydrate metabolism
rxn35698,  Nucleotide metabolism
rxn11879,  Carbohydrate metabolism
rxn16496,  Metabolism of terpenoids and polyketides
rxn04301,  Metabolism of terpenoids and polyketides
rxn11968,  Amino acid metabolism
rxn30552,  Amino acid metabolism
rxn38286,  Carbohydrate metabolism
rxn08762,  Lipid metabolism
rxn15827,  Metabolism of other amino acids
rxn02798,  Lipid metabolism
rxn01987,  Carbohydrate metabolism
rxn31182,  Metabolism of cofactors and vitamins
rxn03620,  Xenobiotics biodegradation and metabolism
rxn07627,  Xenobiotics biodegradation and metabolism
rxn06600,  Amino acid metabolism
rxn30592,  Nucleotide metabolism
rxn07755,  Biosynthesis of other secondary metabolites
rxn06114,
rxn00107,  Nucleotide metabolism
rxn03934,  Xenobiotics biodegradation and metabolism
rxn02774,  Metabolism of cofactors and vitamins
rxn00629,  Carbohydrate metabolism
rxn04661,  Amino acid metabolism
rxn31997,  Nucleotide metabolism
rxn15218,  Lipid metabolism
rxn39268,
rxn05317,  Lipid metabolism
rxn07353,  Metabolism of terpenoids and polyketides
rxn00197,
rxn32246,  Amino acid metabolism
rxn33637,
rxn24321,
teichoicacid_rxn,
rxn32473,  Nucleotide metabolism
rxn01419,  Amino acid metabolism
rxn02807,  Xenobiotics biodegradation and metabolism
rxn02831,  Metabolism of cofactors and vitamins
rxn03764,  Biosynthesis of other secondary metabolites
rxn04589,  Biosynthesis of other secondary metabolites
rxn01786,  Metabolism of terpenoids and polyketides
rxn33591,  Xenobiotics biodegradation and metabolism
rxn12811,  Carbohydrate metabolism
rxn00105,  Metabolism of cofactors and vitamins
rxn23808,  Metabolism of other amino acids
rxn02447,  Lipid metabolism
rxn31084,  Amino acid metabolism
rxn33382,
rxn20503,
rxn35424,  Amino acid metabolism
rxn00780,  Carbohydrate metabolism
rxn38812,  Biosynthesis of other secondary metabolites
rxn31059,  Nucleotide metabolism
rxn02377,  Carbohydrate metabolism
rxn02281,  Amino acid metabolism
rxn40789,
rxn05202,  Nucleotide metabolism
rxn15630,  Metabolism of terpenoids and polyketides
rxn16331,  Metabolism of cofactors and vitamins
rxn01981,  Metabolism of other amino acids
rxn15632,  Carbohydrate metabolism
rxn10432,
rxn03705,  Xenobiotics biodegradation and metabolism
rxn00364,  Nucleotide metabolism
rxn15079,
rxn32210,  Carbohydrate metabolism
rxn35345,  Carbohydrate metabolism
rxn10615,  Amino acid metabolism
rxn15402,  Lipid metabolism
rxn27944,  Nucleotide metabolism
rxn38692,  Metabolism of cofactors and vitamins
rxn19827,  Amino acid metabolism
rxn00399,  Amino acid metabolism
rxn31477,  Glycan biosynthesis and metabolism
rxn30072,
rxn00213,  Carbohydrate metabolism
rxn37694,  Metabolism of cofactors and vitamins
rxn16825,  Carbohydrate metabolism
rxn32591,  Metabolism of cofactors and vitamins
rxn00195,  Carbohydrate metabolism
rxn10577,
rxn03849,  Xenobiotics biodegradation and metabolism
rxn16862,
rxn16734,  Metabolism of terpenoids and polyketides
EXpd00528,
rxn38148,  Carbohydrate metabolism
rxn33097,  Metabolism of cofactors and vitamins
rxn19340,
rxn10155,  Energy metabolism
rxn15094,  Amino acid metabolism
rxn04941,  Carbohydrate metabolism
rxn07352,  Metabolism of terpenoids and polyketides
rxn17743,  Xenobiotics biodegradation and metabolism
rxn03258,  Lipid metabolism
rxn01664,  Biosynthesis of other secondary metabolites
rxn09260,
rxn02541,  Xenobiotics biodegradation and metabolism
rxn07826,  Xenobiotics biodegradation and metabolism
rxn12582,  Metabolism of cofactors and vitamins
rxn16412,
rxn34244,  Carbohydrate metabolism
rxn28184,  Amino acid metabolism
rxn13409,  Metabolism of terpenoids and polyketides
rxn08307,
rxn19878,  Nucleotide metabolism
rxn17089,  Amino acid metabolism
rxn01315,  Amino acid metabolism
rxn31767,  Nucleotide metabolism
rxn19940,  Metabolism of cofactors and vitamins
rxn00741,  Carbohydrate metabolism
rxn38509,  Xenobiotics biodegradation and metabolism
rxn38059,
rxn18964,  Carbohydrate metabolism
rxn15833,
rxn16801,  Carbohydrate metabolism
rxn05918,  Glycan biosynthesis and metabolism
rxn14372,  Amino acid metabolism
rxn15847,  Biosynthesis of other secondary metabolites
rxn01308,  Carbohydrate metabolism
rxn05734,
