,Component 1,Component 2,Label,Classification
27,1571.8859251100414,1995.9922784762155,1596.253.sbml.csv,Vaginal Probiotic
28,-2665.3012673591516,1827.7879005963316,1596.253.sbml.csv,Vaginal Probiotic
29,-1308.0411992810077,1503.2262986301787,1596.253.sbml.csv,Vaginal Probiotic
30,-1276.4359426760368,2876.566754415673,1596.253.sbml.csv,Vaginal Probiotic
31,-1746.420635419919,2582.1886213774906,1596.253.sbml.csv,Vaginal Probiotic
32,198.57831832773255,3042.895746224429,1596.253.sbml.csv,Vaginal Probiotic
33,-1213.844967982071,1989.4373459112614,1596.253.sbml.csv,Vaginal Probiotic
34,-529.2956025163746,3651.481729867158,1596.253.sbml.csv,Vaginal Probiotic
35,-685.1063495387004,2900.708253060175,1596.253.sbml.csv,Vaginal Probiotic
36,-1579.8410933226253,1868.5164894381671,1596.253.sbml.csv,Vaginal Probiotic
37,-346.5868623570025,3227.2083269315485,1596.253.sbml.csv,Vaginal Probiotic
38,-356.68353088100474,3008.041140194623,1596.253.sbml.csv,Vaginal Probiotic
39,-2844.203018219222,2897.7550815527507,1596.253.sbml.csv,Vaginal Probiotic
40,-1084.0833250935802,2801.8715506153967,1596.253.sbml.csv,Vaginal Probiotic
41,-274.15206473251857,3865.9911249750853,1596.253.sbml.csv,Vaginal Probiotic
42,221.80522192486654,2673.8164256020873,1596.253.sbml.csv,Vaginal Probiotic
43,1138.2240784256826,2591.5646539115064,1596.253.sbml.csv,Vaginal Probiotic
44,-2222.005041326797,1920.488044818722,1596.253.sbml.csv,Vaginal Probiotic
45,-1455.3027866882287,2843.464846002551,1596.253.sbml.csv,Vaginal Probiotic
46,-1793.0767448090473,899.3277244551253,1596.253.sbml.csv,Vaginal Probiotic
47,-2628.278308448651,2121.618248945548,1596.253.sbml.csv,Vaginal Probiotic
48,-2908.761102266715,2625.391668463105,1596.253.sbml.csv,Vaginal Probiotic
49,961.2075185362057,1641.8067641224281,1596.253.sbml.csv,Vaginal Probiotic
50,-1127.3743526025382,2602.875204756346,1596.253.sbml.csv,Vaginal Probiotic
51,415.719975335688,2071.475742690546,1596.253.sbml.csv,Vaginal Probiotic
52,1115.113288556911,2453.9308629688257,1596.253.sbml.csv,Vaginal Probiotic
53,-2161.333986949134,2852.6052927165333,1596.253.sbml.csv,Vaginal Probiotic
54,-1491.4243603142368,1680.612171010907,1596.253.sbml.csv,Vaginal Probiotic
55,-867.2447795596725,3224.3214098152266,1596.253.sbml.csv,Vaginal Probiotic
56,-421.471277971164,3290.16376302468,1596.253.sbml.csv,Vaginal Probiotic
57,-770.7471353024241,3663.3341639035816,1596.253.sbml.csv,Vaginal Probiotic
58,-123.54584222588186,3256.3068216851098,1596.253.sbml.csv,Vaginal Probiotic
59,-560.0813817253725,1675.8103676425965,1596.253.sbml.csv,Vaginal Probiotic
60,-282.34014753676,2513.1840691138696,1596.253.sbml.csv,Vaginal Probiotic
61,-1044.6886696413371,2182.7763406963363,1596.253.sbml.csv,Vaginal Probiotic
62,412.52571139432155,2879.405738143738,1596.253.sbml.csv,Vaginal Probiotic
63,-927.3643945936637,2825.4196020585564,1596.253.sbml.csv,Vaginal Probiotic
64,591.7287062483947,1968.2105354259522,1596.253.sbml.csv,Vaginal Probiotic
65,-2175.934363598836,2412.217678790829,1596.253.sbml.csv,Vaginal Probiotic
66,-462.9634998613135,2795.9935661933887,1596.253.sbml.csv,Vaginal Probiotic
67,-203.4766014477859,2491.5252186683583,1596.253.sbml.csv,Vaginal Probiotic
68,-1088.9712815516637,2298.57602384058,1596.253.sbml.csv,Vaginal Probiotic
69,1378.4578569880525,3060.3323308162057,1596.253.sbml.csv,Vaginal Probiotic
70,-185.63895399413974,3013.3535031718316,1596.253.sbml.csv,Vaginal Probiotic
71,-2103.9532001996326,2920.870256234604,1596.253.sbml.csv,Vaginal Probiotic
72,-2429.5419450010404,2133.2705066936282,1596.253.sbml.csv,Vaginal Probiotic
73,-33.8407808559922,1751.3824315723857,1596.253.sbml.csv,Vaginal Probiotic
74,-1780.8542770167205,2274.6965083352575,1596.253.sbml.csv,Vaginal Probiotic
75,-1348.879823355378,2026.222999481806,1596.253.sbml.csv,Vaginal Probiotic
76,715.1127057091428,2776.8795542797375,1596.253.sbml.csv,Vaginal Probiotic
77,-2112.2616952083,3282.048728176345,1596.253.sbml.csv,Vaginal Probiotic
78,-1300.5334642642797,2480.3892978591402,1596.253.sbml.csv,Vaginal Probiotic
79,-326.03859091909857,524.9725823018559,1596.253.sbml.csv,Vaginal Probiotic
80,178.17952188460018,2249.4021825062187,1596.253.sbml.csv,Vaginal Probiotic
81,-673.2787677747344,1526.976768245697,1596.253.sbml.csv,Vaginal Probiotic
82,-1658.078772081174,1775.5552348026065,1596.253.sbml.csv,Vaginal Probiotic
83,1616.4035042323917,2125.926062164892,1596.253.sbml.csv,Vaginal Probiotic
84,271.9636923673379,1844.60589474629,1596.253.sbml.csv,Vaginal Probiotic
85,931.8674971980251,2147.009107150526,1596.253.sbml.csv,Vaginal Probiotic
86,-44.062155808886025,3272.241634640317,1596.253.sbml.csv,Vaginal Probiotic
