Duration (Hours),A. lactolyticus SM,A. lactolyticus SM,A. lactolyticus SM,L. jensenii SM,L. jensenii SM,L. jensenii SM,C. bergeronii SM,C. bergeronii SM,C. bergeronii SM,A. marseille SM,A. marseille SM,A. marseille SM,E. massiliensis SM,E. massiliensis SM,E. massiliensis SM,A. tetradius SM,A. tetradius SM,A. tetradius SM,V. bacterium SM,V. bacterium SM,V. bacterium SM,P. vaginalis SM,P. vaginalis SM,P. vaginalis SM
15,0.031333333,0.060633333,0.015733333,0.0367,0.044,0.0182,0.0142,0.0461,0.0028,0.029933333,0.038733333,0.010633333,0.065733333,0.095533333,0.047833333,0.031766667,0.049366667,0.029866667,0.066633333,0.080633333,0.058033333,0.093533333,0.151833333,0.037533333
15.09,0.028666667,0.060866667,0.014366667,0.036566667,0.045766667,0.017366667,0.015133333,0.046733333,0.002433333,0.029766667,0.038366667,0.009766667,0.0662,0.0955,0.049,0.0351,0.0494,0.0319,0.067633333,0.081333333,0.057633333,0.093033333,0.152533333,0.037933333
15.17,0.024466667,0.059166667,0.014666667,0.037266667,0.047266667,0.018666667,0.0112,0.0449,0.0033,0.029333333,0.040233333,0.007333333,0.069266667,0.098266667,0.049266667,0.0345,0.0492,0.0309,0.068233333,0.082633333,0.059633333,0.094433333,0.154433333,0.040233333
15.25,0.0241,0.0591,0.0148,0.038133333,0.048133333,0.020533333,0.012733333,0.047233333,0.004133333,0.029,0.0396,0.0061,0.0704,0.1005,0.0519,0.034833333,0.049333333,0.031433333,0.069633333,0.084533333,0.061033333,0.093,0.1557,0.0393
15.34,0.024066667,0.059766667,0.013766667,0.036533333,0.046533333,0.021433333,0.014166667,0.046566667,0.000666667,0.027266667,0.038466667,0.006866667,0.075133333,0.102933333,0.054533333,0.0369,0.0503,0.0324,0.071166667,0.085966667,0.061466667,0.093366667,0.155166667,0.040066667
15.42,0.024166667,0.058966667,0.015666667,0.036266667,0.045566667,0.020266667,0.014433333,0.047133333,0.003233333,0.026066667,0.039366667,0.006066667,0.075833333,0.103733333,0.053433333,0.0358,0.0487,0.0304,0.070066667,0.084466667,0.062466667,0.0929,0.1553,0.0402
15.5,0.024133333,0.058133333,0.014533333,0.0368,0.046,0.0222,0.0143,0.0476,0.0018,0.027966667,0.037766667,0.005466667,0.077733333,0.105733333,0.055433333,0.0343,0.0502,0.0306,0.070566667,0.085366667,0.062766667,0.092333333,0.156133333,0.041633333
15.59,0.027933333,0.060333333,0.012833333,0.035766667,0.046166667,0.021566667,0.011466667,0.046466667,0.000666667,0.027166667,0.039666667,0.007966667,0.077233333,0.107133333,0.057033333,0.032866667,0.049666667,0.029066667,0.071533333,0.085033333,0.062433333,0.091766667,0.155166667,0.040766667
15.67,0.028466667,0.060266667,0.015366667,0.036533333,0.047333333,0.023133333,0.0135,0.0479,0.0032,0.027,0.0405,0.009,0.081166667,0.112066667,0.060066667,0.0334,0.05,0.0283,0.070733333,0.084733333,0.061533333,0.091633333,0.156233333,0.041233333
15.75,0.026466667,0.060766667,0.013966667,0.0357,0.0453,0.0225,0.013633333,0.045933333,0.002233333,0.026833333,0.040833333,0.008933333,0.078433333,0.115033333,0.061533333,0.035166667,0.050366667,0.028766667,0.071333333,0.085633333,0.063433333,0.0919,0.1559,0.0418
15.84,0.028833333,0.062333333,0.014233333,0.0369,0.0465,0.024,0.013866667,0.047366667,0.001966667,0.0275,0.0419,0.0091,0.080366667,0.116966667,0.063466667,0.035066667,0.049266667,0.027866667,0.073833333,0.087333333,0.063933333,0.092066667,0.156366667,0.041366667
15.92,0.030566667,0.059966667,0.015366667,0.035666667,0.046466667,0.024966667,0.012633333,0.047533333,0.002033333,0.029166667,0.042466667,0.010266667,0.085833333,0.118233333,0.065533333,0.034333333,0.048933333,0.028433333,0.072466667,0.087366667,0.064966667,0.090566667,0.156366667,0.042566667
16,0.0323,0.0604,0.0128,0.035033333,0.046333333,0.022433333,0.0142,0.0484,0.0033,0.028966667,0.040866667,0.011466667,0.0858,0.1197,0.0667,0.034833333,0.049233333,0.027633333,0.073333333,0.086033333,0.064833333,0.089966667,0.156066667,0.042866667
16.09,0.0336,0.0603,0.0126,0.0354,0.0456,0.023,0.014033333,0.047233333,0.003133333,0.028633333,0.038933333,0.008833333,0.0892,0.1195,0.0692,0.033366667,0.047166667,0.028566667,0.072966667,0.086666667,0.064966667,0.090433333,0.156533333,0.043633333
16.17,0.032033333,0.057733333,0.011233333,0.0354,0.0457,0.0244,0.012566667,0.047166667,0.001366667,0.029266667,0.039466667,0.008066667,0.094033333,0.120233333,0.072033333,0.033333333,0.046533333,0.028933333,0.073466667,0.088666667,0.066866667,0.089866667,0.157966667,0.045666667
16.25,0.0306,0.0586,0.0132,0.036233333,0.047033333,0.024633333,0.017033333,0.050033333,0.004433333,0.028166667,0.038566667,0.008266667,0.097966667,0.121366667,0.074366667,0.033533333,0.047733333,0.029633333,0.0743,0.0891,0.068,0.0903,0.1582,0.0474
16.34,0.030866667,0.059566667,0.014066667,0.0376,0.0481,0.0246,0.017466667,0.049466667,0.005866667,0.027133333,0.038433333,0.008833333,0.101,0.1239,0.0768,0.0327,0.0468,0.0291,0.075233333,0.091333333,0.067233333,0.090433333,0.159033333,0.046633333
16.42,0.0316,0.0605,0.0144,0.0366,0.0464,0.0224,0.0173,0.0512,0.0072,0.027733333,0.036633333,0.007533333,0.102466667,0.125266667,0.075466667,0.032566667,0.044866667,0.027066667,0.0749,0.0921,0.0678,0.089566667,0.159666667,0.047666667
16.5,0.030733333,0.060133333,0.014333333,0.0356,0.0479,0.0247,0.017866667,0.051266667,0.005966667,0.029133333,0.039133333,0.010133333,0.103366667,0.126966667,0.078566667,0.0309,0.0458,0.029,0.076666667,0.093766667,0.068666667,0.090233333,0.160033333,0.047333333
16.59,0.029033333,0.058333333,0.012933333,0.035766667,0.047566667,0.024666667,0.017566667,0.049166667,0.005066667,0.030466667,0.041566667,0.012066667,0.1096,0.1305,0.0821,0.0324,0.0458,0.029,0.076266667,0.093566667,0.070166667,0.090533333,0.161233333,0.047633333
16.67,0.0299,0.0585,0.013,0.0353,0.0478,0.0216,0.017266667,0.049566667,0.003866667,0.030633333,0.041033333,0.012933333,0.1097,0.1321,0.0831,0.0317,0.0458,0.0307,0.074233333,0.092433333,0.068933333,0.088533333,0.161633333,0.046633333
16.75,0.029866667,0.058766667,0.013266667,0.0359,0.0466,0.023,0.017633333,0.050333333,0.004933333,0.03,0.0409,0.0133,0.111566667,0.134666667,0.084866667,0.033033333,0.047933333,0.031733333,0.075433333,0.094033333,0.070933333,0.086966667,0.161466667,0.047666667
16.84,0.03,0.0588,0.012,0.035733333,0.046833333,0.023533333,0.017733333,0.049833333,0.003433333,0.030166667,0.042266667,0.014266667,0.113966667,0.138266667,0.088166667,0.033433333,0.047933333,0.031133333,0.076866667,0.093466667,0.070366667,0.088133333,0.162333333,0.048433333
16.92,0.030066667,0.057866667,0.011266667,0.035833333,0.046633333,0.022933333,0.0174,0.0511,0.0057,0.029533333,0.041733333,0.014133333,0.114333333,0.138133333,0.088033333,0.0354,0.0492,0.0314,0.0774,0.0952,0.0709,0.089033333,0.161133333,0.049233333
17,0.031433333,0.058533333,0.012933333,0.0358,0.047,0.0208,0.017533333,0.047433333,0.004333333,0.026633333,0.039533333,0.011633333,0.118766667,0.141666667,0.091266667,0.036166667,0.050966667,0.033866667,0.078233333,0.095233333,0.069633333,0.088433333,0.161633333,0.047733333
17.09,0.0329,0.0584,0.0129,0.036433333,0.047733333,0.020733333,0.016133333,0.048533333,0.003333333,0.026633333,0.039433333,0.010933333,0.121366667,0.143066667,0.094166667,0.0359,0.0498,0.034,0.0781,0.094,0.0686,0.0862,0.16,0.0465
17.17,0.035133333,0.059033333,0.013133333,0.0364,0.0466,0.0209,0.012533333,0.049133333,0.002533333,0.025733333,0.037333333,0.009033333,0.122533333,0.144833333,0.095033333,0.036866667,0.049166667,0.033366667,0.0774,0.0946,0.0693,0.086366667,0.159866667,0.047866667
17.25,0.030666667,0.057166667,0.011166667,0.038133333,0.048533333,0.024233333,0.0104,0.046,0.004,0.028266667,0.039766667,0.005166667,0.123533333,0.146533333,0.096333333,0.033866667,0.045466667,0.031666667,0.077466667,0.095866667,0.070966667,0.0846,0.1598,0.047
17.34,0.030233333,0.057133333,0.011933333,0.0383,0.049,0.024,0.009166667,0.045266667,0.004966667,0.028966667,0.040766667,0.006566667,0.1257,0.15,0.0992,0.034233333,0.047033333,0.032133333,0.079566667,0.097666667,0.073166667,0.084233333,0.160933333,0.047733333
17.42,0.030533333,0.058233333,0.011333333,0.038933333,0.049733333,0.025733333,0.011266667,0.046366667,0.004966667,0.027933333,0.040133333,0.005033333,0.126633333,0.152733333,0.100733333,0.033933333,0.047933333,0.034333333,0.079333333,0.098633333,0.073033333,0.083566667,0.160566667,0.047666667
17.5,0.031733333,0.057833333,0.012433333,0.037966667,0.049566667,0.025666667,0.013166667,0.047566667,0.003466667,0.028433333,0.039833333,0.007233333,0.129733333,0.155933333,0.103733333,0.0361,0.0493,0.0363,0.079533333,0.098333333,0.073933333,0.084033333,0.160433333,0.047133333
17.59,0.0311,0.0566,0.013,0.037066667,0.049666667,0.024666667,0.012533333,0.047133333,0.003833333,0.029233333,0.041233333,0.010033333,0.130733333,0.157533333,0.106633333,0.034566667,0.050266667,0.036166667,0.0808,0.0986,0.0749,0.085466667,0.161866667,0.048666667
17.67,0.033333333,0.056833333,0.012833333,0.0358,0.0462,0.0227,0.0141,0.0476,0.0046,0.028433333,0.041233333,0.011133333,0.132766667,0.159266667,0.107466667,0.031966667,0.048766667,0.034666667,0.0811,0.099,0.0765,0.085166667,0.162066667,0.050966667
17.75,0.030733333,0.055933333,0.011433333,0.034766667,0.042666667,0.021666667,0.015566667,0.048066667,0.002066667,0.029766667,0.042566667,0.011966667,0.134433333,0.162033333,0.110533333,0.031666667,0.048466667,0.034766667,0.0813,0.0997,0.0761,0.084166667,0.160466667,0.048966667
17.84,0.0313,0.0577,0.0126,0.0377,0.0446,0.0243,0.016433333,0.050633333,0.004633333,0.030733333,0.043533333,0.011733333,0.136033333,0.164933333,0.111733333,0.0308,0.0494,0.0328,0.082133333,0.100833333,0.077633333,0.084966667,0.161266667,0.050466667
17.92,0.034166667,0.060166667,0.015366667,0.037066667,0.044266667,0.021766667,0.017566667,0.051466667,0.003966667,0.0317,0.0438,0.0111,0.138266667,0.167366667,0.114866667,0.032766667,0.051166667,0.035066667,0.080966667,0.099066667,0.074566667,0.085666667,0.161266667,0.049566667
18,0.030366667,0.057866667,0.014566667,0.033866667,0.042866667,0.018166667,0.0191,0.0469,0.002,0.029133333,0.041433333,0.006833333,0.1406,0.1689,0.1169,0.032266667,0.051866667,0.034866667,0.080866667,0.099266667,0.074866667,0.084933333,0.161333333,0.050633333
18.09,0.027866667,0.053766667,0.014266667,0.033333333,0.044933333,0.018133333,0.017633333,0.044833333,0.002633333,0.027266667,0.038766667,0.006966667,0.1435,0.17,0.1186,0.0321,0.0525,0.0359,0.0819,0.1,0.0759,0.084966667,0.162166667,0.051366667
18.17,0.026466667,0.053166667,0.012766667,0.0333,0.0466,0.0195,0.0159,0.0458,0.0037,0.028233333,0.039833333,0.008633333,0.147733333,0.171933333,0.119533333,0.033966667,0.053066667,0.037166667,0.081833333,0.098333333,0.075833333,0.084766667,0.162366667,0.051366667
18.25,0.026366667,0.055466667,0.013166667,0.0303,0.0453,0.0175,0.017166667,0.047666667,0.004966667,0.029333333,0.041433333,0.010633333,0.1496,0.1714,0.1205,0.0348,0.0512,0.0362,0.082066667,0.099666667,0.076666667,0.084166667,0.162666667,0.051966667
18.34,0.027133333,0.057833333,0.014633333,0.031833333,0.043233333,0.018533333,0.016366667,0.046466667,0.005166667,0.029766667,0.042166667,0.011466667,0.148133333,0.171133333,0.121533333,0.035,0.0507,0.0327,0.0833,0.1007,0.0781,0.081733333,0.162333333,0.051533333
18.42,0.0247,0.0568,0.013,0.032766667,0.040666667,0.016366667,0.0166,0.0441,0.0027,0.029833333,0.042433333,0.012433333,0.151166667,0.173766667,0.123466667,0.035633333,0.051133333,0.034133333,0.083466667,0.102366667,0.078866667,0.0818,0.1627,0.052
18.5,0.027033333,0.057833333,0.013033333,0.032933333,0.042733333,0.019633333,0.017033333,0.042533333,0.001633333,0.0311,0.042,0.0134,0.151533333,0.177133333,0.126233333,0.035566667,0.051666667,0.034866667,0.084233333,0.101233333,0.078433333,0.081633333,0.162433333,0.050733333
18.59,0.029066667,0.059466667,0.012966667,0.035266667,0.043066667,0.020266667,0.019066667,0.046866667,0.005866667,0.032666667,0.043166667,0.012566667,0.1538,0.1779,0.1273,0.0343,0.053,0.0349,0.0842,0.1022,0.0775,0.081166667,0.162666667,0.049166667
18.67,0.029333333,0.061833333,0.014333333,0.0365,0.0446,0.022,0.015333333,0.046333333,0.003333333,0.0323,0.0434,0.0097,0.1551,0.1797,0.1285,0.034366667,0.051666667,0.033966667,0.083333333,0.102433333,0.077533333,0.0818,0.163,0.0493
18.75,0.0329,0.0633,0.0145,0.036566667,0.045366667,0.020366667,0.015233333,0.044433333,0.002433333,0.033433333,0.041633333,0.011733333,0.156066667,0.180166667,0.129866667,0.0349,0.0515,0.0337,0.083633333,0.103433333,0.076733333,0.0815,0.162,0.0501
18.84,0.0343,0.063,0.0149,0.0361,0.0427,0.0202,0.014066667,0.042366667,0.002266667,0.034133333,0.042933333,0.013633333,0.154366667,0.181166667,0.132066667,0.035533333,0.051033333,0.035333333,0.084233333,0.104733333,0.076533333,0.081066667,0.162166667,0.049466667
18.92,0.033633333,0.061833333,0.014333333,0.0344,0.0434,0.0214,0.014633333,0.044333333,0.005333333,0.0351,0.0451,0.0156,0.1575,0.1821,0.1331,0.034866667,0.050266667,0.034366667,0.0852,0.1061,0.0787,0.082466667,0.162666667,0.051466667
19,0.0341,0.062,0.0131,0.034366667,0.044066667,0.022166667,0.0145,0.0461,0.0067,0.035133333,0.045333333,0.017633333,0.158866667,0.185866667,0.135866667,0.0349,0.0507,0.0359,0.0837,0.1057,0.0786,0.081366667,0.161466667,0.050666667
19.09,0.032666667,0.059466667,0.011666667,0.033566667,0.043766667,0.021266667,0.0131,0.0461,0.0044,0.032766667,0.045066667,0.015766667,0.1591,0.1884,0.1367,0.035833333,0.050333333,0.036233333,0.084133333,0.105433333,0.079333333,0.0812,0.1615,0.0509
19.17,0.031966667,0.059666667,0.010066667,0.035,0.0444,0.0202,0.0119,0.0457,0.0028,0.0335,0.0459,0.0154,0.1617,0.1905,0.1387,0.0385,0.0515,0.0361,0.085233333,0.106133333,0.079733333,0.080433333,0.162233333,0.051033333
19.25,0.031966667,0.062166667,0.013266667,0.036533333,0.045733333,0.022133333,0.013266667,0.047366667,0.002766667,0.032,0.0463,0.0137,0.1635,0.193,0.14,0.039033333,0.051533333,0.036633333,0.0856,0.1068,0.0815,0.080933333,0.162033333,0.051633333
19.34,0.0298,0.0623,0.0115,0.036433333,0.045833333,0.019133333,0.013033333,0.047933333,0.004833333,0.034533333,0.047333333,0.015333333,0.166533333,0.194333333,0.141133333,0.039733333,0.053033333,0.039433333,0.085966667,0.106666667,0.081866667,0.080666667,0.161066667,0.051366667
19.42,0.028966667,0.062566667,0.013666667,0.0365,0.0473,0.0185,0.012333333,0.044033333,0.002233333,0.0324,0.0465,0.0152,0.168266667,0.195466667,0.141666667,0.0386,0.0536,0.0417,0.0877,0.1091,0.0846,0.080166667,0.160366667,0.051366667
19.5,0.030266667,0.062566667,0.013466667,0.037033333,0.047233333,0.020833333,0.013433333,0.044333333,0.002433333,0.034833333,0.047233333,0.017533333,0.1673,0.1968,0.1426,0.039233333,0.052133333,0.042833333,0.088433333,0.109633333,0.082433333,0.080366667,0.157966667,0.051566667
19.59,0.027766667,0.061066667,0.011966667,0.0354,0.0464,0.021,0.014133333,0.044433333,0.002033333,0.033633333,0.047833333,0.017433333,0.171866667,0.198466667,0.145266667,0.035433333,0.052333333,0.044233333,0.087766667,0.109066667,0.083666667,0.078866667,0.158766667,0.051266667
19.67,0.028766667,0.061466667,0.011966667,0.035766667,0.047066667,0.021466667,0.013133333,0.043833333,0.002333333,0.0342,0.0476,0.0179,0.173533333,0.200233333,0.146433333,0.035566667,0.051766667,0.042166667,0.089433333,0.109233333,0.083133333,0.080933333,0.161233333,0.050733333
19.75,0.028233333,0.062333333,0.012333333,0.0349,0.0454,0.0224,0.014966667,0.046266667,0.003466667,0.035233333,0.047733333,0.017533333,0.176466667,0.201766667,0.147966667,0.036733333,0.052033333,0.043733333,0.089566667,0.109566667,0.084866667,0.0807,0.1625,0.0522
19.84,0.029266667,0.060466667,0.011566667,0.034433333,0.046533333,0.024433333,0.0143,0.0457,0.0035,0.036366667,0.047566667,0.017966667,0.175433333,0.203333333,0.148033333,0.036033333,0.051833333,0.042533333,0.089966667,0.110166667,0.083566667,0.0783,0.1607,0.0518
19.92,0.027766667,0.059466667,0.012966667,0.0339,0.0463,0.0249,0.0128,0.0462,0.0024,0.036533333,0.046433333,0.019433333,0.177,0.2055,0.151,0.035233333,0.053433333,0.044433333,0.089933333,0.110233333,0.082233333,0.077633333,0.161033333,0.051233333
20,0.0295,0.0591,0.0118,0.033533333,0.045733333,0.021233333,0.011566667,0.048466667,0.002366667,0.0356,0.0465,0.0183,0.179866667,0.207066667,0.152166667,0.036333333,0.054933333,0.047233333,0.088966667,0.110366667,0.082466667,0.0782,0.1614,0.0511
20.09,0.029133333,0.057133333,0.012833333,0.0337,0.0469,0.0201,0.0127,0.0493,0.0029,0.035533333,0.046733333,0.018433333,0.1801,0.207,0.1519,0.035566667,0.054366667,0.045866667,0.089433333,0.111933333,0.084333333,0.0788,0.1616,0.051
20.17,0.0316,0.0583,0.0165,0.033366667,0.045066667,0.017366667,0.013933333,0.047833333,0.001533333,0.0347,0.0462,0.0178,0.181033333,0.207933333,0.153933333,0.034466667,0.053566667,0.046066667,0.089333333,0.113333333,0.086133333,0.079,0.1615,0.0516
20.25,0.029433333,0.058433333,0.014433333,0.0327,0.0466,0.017,0.015466667,0.047866667,0.003366667,0.0371,0.046,0.0192,0.1837,0.2112,0.1569,0.035066667,0.053566667,0.045966667,0.087833333,0.111633333,0.085333333,0.0784,0.1609,0.0499
20.34,0.029533333,0.060833333,0.013833333,0.032866667,0.045266667,0.018866667,0.014066667,0.045366667,0.003366667,0.0399,0.048,0.0183,0.187433333,0.211933333,0.158633333,0.035266667,0.053266667,0.046466667,0.090833333,0.112133333,0.085033333,0.0749,0.1604,0.0487
20.42,0.028266667,0.059066667,0.011166667,0.034033333,0.046033333,0.018033333,0.0139,0.0462,0.0014,0.040533333,0.050233333,0.019433333,0.1881,0.2133,0.1595,0.037233333,0.055033333,0.047533333,0.090333333,0.112833333,0.085733333,0.074466667,0.159266667,0.048566667
20.5,0.028833333,0.060433333,0.014233333,0.035266667,0.046466667,0.016566667,0.016333333,0.045933333,0.002633333,0.0406,0.0506,0.0212,0.1903,0.2127,0.1607,0.0382,0.0542,0.0476,0.089766667,0.112466667,0.084866667,0.072733333,0.158233333,0.048233333
20.59,0.028466667,0.059366667,0.012866667,0.033866667,0.045766667,0.013966667,0.0173,0.0481,0.0045,0.041333333,0.051333333,0.021133333,0.190533333,0.214733333,0.161733333,0.035833333,0.052833333,0.047033333,0.089866667,0.112166667,0.084766667,0.072466667,0.158466667,0.047566667
20.67,0.026066667,0.058666667,0.012466667,0.031666667,0.045666667,0.012866667,0.013733333,0.043533333,0.000433333,0.041633333,0.050833333,0.019333333,0.193166667,0.215366667,0.163166667,0.0376,0.0517,0.0432,0.0931,0.1131,0.0862,0.072066667,0.157166667,0.046366667
20.75,0.0255,0.0596,0.0101,0.032633333,0.044433333,0.017033333,0.0148,0.0436,-0.0007,0.041466667,0.051266667,0.020466667,0.195133333,0.217333333,0.166233333,0.037133333,0.053533333,0.047433333,0.093933333,0.113833333,0.084333333,0.0728,0.1568,0.0452
20.84,0.0281,0.0564,0.0093,0.031433333,0.045833333,0.015533333,0.014933333,0.045833333,0.001633333,0.039933333,0.052233333,0.020133333,0.195766667,0.219466667,0.168166667,0.037033333,0.053133333,0.047433333,0.093133333,0.112533333,0.083233333,0.0736,0.1567,0.044
20.92,0.029033333,0.056333333,0.011233333,0.0318,0.0463,0.0186,0.0159,0.0472,0.0011,0.039233333,0.053633333,0.022133333,0.1969,0.221,0.1693,0.038333333,0.055533333,0.047633333,0.0944,0.114,0.086,0.073733333,0.156833333,0.045233333
21,0.0306,0.056,0.0095,0.0318,0.0488,0.0204,0.0168,0.049,0.0043,0.040633333,0.055933333,0.024933333,0.197566667,0.222266667,0.170766667,0.0368,0.0545,0.0485,0.095033333,0.114033333,0.086233333,0.074,0.1565,0.046
21.09,0.031533333,0.055533333,0.012133333,0.0299,0.0459,0.0194,0.016566667,0.049266667,0.006266667,0.040033333,0.056133333,0.025933333,0.198366667,0.224466667,0.171266667,0.035033333,0.052433333,0.048633333,0.094933333,0.115233333,0.087033333,0.073533333,0.157533333,0.046333333
21.17,0.032366667,0.057166667,0.010066667,0.031966667,0.046766667,0.016666667,0.0166,0.0486,0.0037,0.041633333,0.056633333,0.025833333,0.201466667,0.226666667,0.173566667,0.0357,0.0524,0.0499,0.094933333,0.115533333,0.087433333,0.0749,0.158,0.0479
21.25,0.035166667,0.058666667,0.013066667,0.0324,0.0459,0.0196,0.018133333,0.049133333,0.003533333,0.043766667,0.057466667,0.025466667,0.202766667,0.227866667,0.174466667,0.036566667,0.050866667,0.049166667,0.0955,0.1166,0.089,0.075566667,0.158766667,0.049266667
21.34,0.035066667,0.058966667,0.014266667,0.032733333,0.044733333,0.019833333,0.018266667,0.049666667,0.005466667,0.044966667,0.059266667,0.026166667,0.204866667,0.229866667,0.176666667,0.0379,0.0486,0.051,0.095166667,0.116666667,0.089066667,0.0744,0.1578,0.0479
21.42,0.0359,0.0603,0.0151,0.033333333,0.044433333,0.015933333,0.018233333,0.050833333,0.006133333,0.045133333,0.058733333,0.026133333,0.208466667,0.231066667,0.177366667,0.040266667,0.050966667,0.053066667,0.097733333,0.118233333,0.090333333,0.0736,0.1583,0.0473
21.5,0.035233333,0.059233333,0.014233333,0.0323,0.0434,0.0177,0.0181,0.0485,0.0035,0.0461,0.0591,0.0239,0.211366667,0.234466667,0.180566667,0.0407,0.0539,0.052,0.098433333,0.118733333,0.090933333,0.0735,0.1588,0.0482
21.59,0.033233333,0.060433333,0.013533333,0.033066667,0.045066667,0.020166667,0.018966667,0.051666667,0.004466667,0.047366667,0.060266667,0.024966667,0.2128,0.2357,0.1817,0.039166667,0.053666667,0.050266667,0.0994,0.12,0.0924,0.074866667,0.158866667,0.047666667
21.67,0.032533333,0.059933333,0.012933333,0.032,0.046,0.0213,0.020766667,0.052066667,0.005966667,0.0481,0.0612,0.028,0.212266667,0.236366667,0.180466667,0.039433333,0.056133333,0.052133333,0.099766667,0.120566667,0.092066667,0.074833333,0.157533333,0.046933333
21.75,0.033433333,0.060133333,0.011633333,0.0312,0.0453,0.0208,0.0196,0.0481,0.0051,0.050133333,0.061733333,0.029633333,0.214,0.2381,0.1834,0.039766667,0.056266667,0.053066667,0.096566667,0.120066667,0.092066667,0.075133333,0.158933333,0.047933333
21.84,0.034333333,0.057233333,0.011733333,0.0313,0.0444,0.0182,0.019766667,0.047966667,0.003466667,0.052033333,0.064233333,0.031933333,0.2134,0.2375,0.1843,0.0397,0.0575,0.0528,0.097666667,0.120266667,0.091166667,0.0731,0.1589,0.0489
21.92,0.037233333,0.058733333,0.013433333,0.0324,0.0462,0.0196,0.021166667,0.047966667,0.005966667,0.054066667,0.064666667,0.031466667,0.212066667,0.237866667,0.184166667,0.039933333,0.057233333,0.054233333,0.098566667,0.120066667,0.091766667,0.073,0.1575,0.0472
22,0.0324,0.061,0.0138,0.032633333,0.044333333,0.019233333,0.019133333,0.046933333,0.003333333,0.055666667,0.067566667,0.031666667,0.214933333,0.237933333,0.183433333,0.041766667,0.055266667,0.053366667,0.0971,0.1193,0.09,0.0726,0.1569,0.0478
22.09,0.030966667,0.059566667,0.012566667,0.034133333,0.046333333,0.018833333,0.017733333,0.048133333,0.005333333,0.055433333,0.067933333,0.032633333,0.214366667,0.237766667,0.184766667,0.0406,0.0574,0.0537,0.0985,0.1212,0.0917,0.0735,0.1579,0.0488
22.17,0.031066667,0.058966667,0.011066667,0.034133333,0.044633333,0.016233333,0.019633333,0.050733333,0.006233333,0.057533333,0.069033333,0.032733333,0.217233333,0.240533333,0.186833333,0.039433333,0.057233333,0.052133333,0.098866667,0.121366667,0.091866667,0.0728,0.1569,0.0482
22.25,0.033633333,0.059133333,0.013533333,0.034033333,0.044633333,0.018033333,0.020533333,0.051233333,0.004933333,0.059133333,0.069733333,0.033533333,0.219933333,0.242733333,0.189133333,0.039866667,0.055966667,0.051666667,0.098133333,0.120433333,0.092333333,0.0722,0.1565,0.0474
22.34,0.034533333,0.059633333,0.016233333,0.034833333,0.043633333,0.020033333,0.0203,0.0515,0.0057,0.0608,0.0718,0.0368,0.220466667,0.243866667,0.190866667,0.0393,0.0545,0.0518,0.100433333,0.121133333,0.093533333,0.073666667,0.157666667,0.047866667
22.42,0.0337,0.0601,0.015,0.035866667,0.045566667,0.021366667,0.017833333,0.052333333,0.006633333,0.062866667,0.072566667,0.040566667,0.2212,0.2431,0.1935,0.041033333,0.056933333,0.054733333,0.1007,0.1216,0.0931,0.0716,0.1561,0.046
22.5,0.032966667,0.058866667,0.014066667,0.0357,0.0465,0.0208,0.017033333,0.051233333,0.005833333,0.063933333,0.074333333,0.042833333,0.221366667,0.242466667,0.193266667,0.041933333,0.056433333,0.053533333,0.101533333,0.122633333,0.094733333,0.071833333,0.156333333,0.044733333
22.59,0.031866667,0.061066667,0.013766667,0.0357,0.0482,0.0189,0.017933333,0.051533333,0.003933333,0.0644,0.0762,0.0444,0.222866667,0.242866667,0.195366667,0.041933333,0.054433333,0.054733333,0.100433333,0.121433333,0.094233333,0.072733333,0.155733333,0.045033333
22.67,0.0317,0.0613,0.0149,0.0362,0.0482,0.0218,0.017933333,0.051533333,0.004933333,0.066433333,0.077433333,0.046933333,0.224,0.244,0.1968,0.040033333,0.053233333,0.055333333,0.0982,0.1213,0.0926,0.072033333,0.154833333,0.044633333
22.75,0.031366667,0.062166667,0.013166667,0.036333333,0.048433333,0.023333333,0.0195,0.0525,0.0025,0.066233333,0.078933333,0.044933333,0.222533333,0.245733333,0.196233333,0.038833333,0.052333333,0.054233333,0.097633333,0.121933333,0.091433333,0.071633333,0.154433333,0.043833333
22.84,0.0341,0.063,0.0169,0.0368,0.0486,0.0234,0.0178,0.055,0.0051,0.068466667,0.080866667,0.046566667,0.224,0.245,0.1966,0.039533333,0.051233333,0.053333333,0.098466667,0.121766667,0.093366667,0.071933333,0.154733333,0.044333333
22.92,0.0364,0.0643,0.0176,0.034466667,0.046966667,0.020566667,0.018333333,0.054333333,0.004233333,0.069866667,0.082366667,0.047466667,0.223333333,0.244433333,0.196733333,0.038566667,0.055266667,0.055266667,0.097966667,0.122966667,0.093466667,0.071833333,0.154333333,0.044933333
23,0.035066667,0.061966667,0.017766667,0.0311,0.0459,0.0182,0.020233333,0.052333333,0.002933333,0.073166667,0.084366667,0.048866667,0.224733333,0.243133333,0.199133333,0.039833333,0.055233333,0.057133333,0.100366667,0.124366667,0.095166667,0.072366667,0.154466667,0.044366667
23.09,0.0367,0.0639,0.0173,0.0332,0.0471,0.0213,0.0191,0.0504,0.004,0.073366667,0.086266667,0.052066667,0.225233333,0.244633333,0.199833333,0.040633333,0.052833333,0.056033333,0.1015,0.1256,0.0949,0.072333333,0.154233333,0.044133333
