Duration (Hours),A. lactolyticus SM,A. lactolyticus SM,A. lactolyticus SM,L. jensenii SM,L. jensenii SM,L. jensenii SM,C. bergeronii SM,C. bergeronii SM,C. bergeronii SM,A. marseille SM,A. marseille SM,A. marseille SM,E. massiliensis SM,E. massiliensis SM,E. massiliensis SM,A. tetradius SM,A. tetradius SM,A. tetradius SM,V. bacterium SM,V. bacterium SM,V. bacterium SM,P. vaginalis SM,P. vaginalis SM,P. vaginalis SM
31.42,0.0627,0.0841,0.0331,0.0327,0.0437,0.0213,0.148266667,0.165566667,0.106266667,0.268633333,0.291433333,0.237033333,0.224266667,0.248066667,0.196766667,0.065,0.081,0.0543,0.260833333,0.303133333,0.254933333,0.0749,0.1542,0.0433
31.51,0.058166667,0.082666667,0.031766667,0.0317,0.0421,0.0194,0.148766667,0.168466667,0.108366667,0.269533333,0.292733333,0.237233333,0.224033333,0.247233333,0.195533333,0.064633333,0.081033333,0.054833333,0.263533333,0.305433333,0.257533333,0.076233333,0.153933333,0.043533333
31.59,0.060933333,0.084933333,0.034933333,0.030733333,0.042833333,0.018933333,0.150666667,0.172266667,0.110066667,0.269333333,0.292733333,0.236433333,0.224966667,0.249966667,0.197666667,0.066166667,0.083666667,0.056466667,0.266533333,0.306833333,0.258433333,0.0758,0.1546,0.0448
31.67,0.062566667,0.085366667,0.036166667,0.0307,0.043,0.0167,0.152966667,0.173966667,0.113066667,0.2679,0.2927,0.236,0.2245,0.2487,0.1965,0.066,0.0842,0.0557,0.268333333,0.308533333,0.260033333,0.077333333,0.155233333,0.046233333
31.76,0.0657,0.0876,0.0395,0.031766667,0.043166667,0.017366667,0.157866667,0.178266667,0.118566667,0.267833333,0.292433333,0.236433333,0.225566667,0.249066667,0.196866667,0.066533333,0.085433333,0.057833333,0.2684,0.308,0.2603,0.076166667,0.155266667,0.045066667
31.84,0.064433333,0.087333333,0.039433333,0.032633333,0.042333333,0.018933333,0.158566667,0.180166667,0.121266667,0.267766667,0.291566667,0.235466667,0.224133333,0.248833333,0.195333333,0.0672,0.0864,0.0552,0.271266667,0.309266667,0.262566667,0.0765,0.1547,0.0448
31.92,0.066033333,0.082433333,0.035233333,0.033933333,0.040233333,0.018133333,0.1586,0.1831,0.1237,0.269,0.2917,0.2359,0.223,0.2477,0.1938,0.066366667,0.086066667,0.053066667,0.271666667,0.308466667,0.262066667,0.0757,0.1553,0.0448
32.01,0.066966667,0.082766667,0.037366667,0.034533333,0.040333333,0.018133333,0.158666667,0.185666667,0.126966667,0.268933333,0.291533333,0.235233333,0.223666667,0.247566667,0.194166667,0.0662,0.084,0.0522,0.274,0.3086,0.2639,0.077866667,0.157466667,0.047466667
32.09,0.064266667,0.083466667,0.036466667,0.034533333,0.041333333,0.015833333,0.1623,0.188,0.1291,0.270033333,0.292733333,0.236533333,0.225233333,0.248633333,0.196133333,0.066833333,0.084333333,0.052733333,0.2748,0.309,0.2639,0.0783,0.1574,0.0469
32.17,0.0634,0.0857,0.0377,0.035,0.0434,0.0177,0.166066667,0.189366667,0.130966667,0.269266667,0.292366667,0.235066667,0.226466667,0.250766667,0.196866667,0.0676,0.0835,0.0531,0.275933333,0.310033333,0.264933333,0.078533333,0.157933333,0.047033333
32.26,0.0634,0.085,0.0372,0.0353,0.0437,0.0187,0.171833333,0.192833333,0.135433333,0.2702,0.2933,0.2352,0.226033333,0.251933333,0.197933333,0.067166667,0.083166667,0.054066667,0.276733333,0.309133333,0.265133333,0.079,0.1585,0.048
32.34,0.060866667,0.085166667,0.038066667,0.0348,0.0448,0.0194,0.175966667,0.198066667,0.141166667,0.273066667,0.295866667,0.236666667,0.227766667,0.253666667,0.198966667,0.066466667,0.082466667,0.053566667,0.278433333,0.308333333,0.264233333,0.081833333,0.159233333,0.048433333
32.42,0.059,0.0865,0.0379,0.033433333,0.045433333,0.020833333,0.177866667,0.199566667,0.141466667,0.272833333,0.296533333,0.236033333,0.2275,0.2539,0.1993,0.066566667,0.082366667,0.054366667,0.2781,0.3072,0.2632,0.0827,0.1591,0.0461
32.51,0.060433333,0.087433333,0.037233333,0.033566667,0.044166667,0.019466667,0.1814,0.2032,0.1464,0.275433333,0.298133333,0.239033333,0.228666667,0.253166667,0.197566667,0.065166667,0.083166667,0.055466667,0.2773,0.3073,0.2625,0.0846,0.1596,0.0477
32.59,0.061533333,0.087733333,0.036833333,0.033333333,0.044233333,0.016933333,0.183333333,0.203633333,0.145133333,0.274433333,0.297233333,0.237033333,0.2289,0.2528,0.1993,0.064133333,0.083533333,0.056533333,0.276933333,0.306133333,0.262733333,0.086733333,0.161033333,0.049533333
32.67,0.0637,0.0889,0.0397,0.031733333,0.042533333,0.016233333,0.1872,0.2083,0.149,0.276733333,0.298533333,0.239833333,0.230866667,0.253366667,0.200266667,0.065366667,0.083666667,0.056966667,0.2768,0.3058,0.2628,0.085433333,0.161533333,0.050033333
32.76,0.061933333,0.090633333,0.038433333,0.0312,0.043,0.0176,0.1897,0.2107,0.1518,0.2777,0.2989,0.2401,0.226,0.251,0.1988,0.067533333,0.081233333,0.054033333,0.277033333,0.305333333,0.262933333,0.085666667,0.161366667,0.050166667
32.84,0.060633333,0.090533333,0.041933333,0.028733333,0.044633333,0.020033333,0.192866667,0.214266667,0.156766667,0.279933333,0.301333333,0.241533333,0.226033333,0.250533333,0.198933333,0.067366667,0.082466667,0.051666667,0.277766667,0.304566667,0.262866667,0.086966667,0.161566667,0.051466667
32.92,0.064733333,0.093233333,0.043533333,0.030333333,0.044533333,0.021033333,0.195166667,0.214966667,0.157066667,0.279233333,0.301533333,0.240633333,0.2262,0.25,0.1971,0.066933333,0.082933333,0.049733333,0.276033333,0.305133333,0.261033333,0.087866667,0.161766667,0.051966667
33.01,0.062566667,0.092766667,0.043666667,0.0311,0.0436,0.0213,0.195133333,0.215133333,0.158233333,0.280066667,0.303566667,0.242466667,0.226533333,0.250333333,0.197733333,0.064566667,0.080166667,0.050166667,0.276933333,0.307433333,0.264633333,0.089466667,0.161766667,0.051566667
33.09,0.0624,0.092,0.0427,0.031433333,0.044533333,0.021833333,0.1979,0.2188,0.1611,0.280133333,0.303933333,0.242433333,0.227633333,0.251133333,0.198233333,0.0637,0.0813,0.0513,0.2784,0.3098,0.2664,0.091066667,0.163866667,0.053966667
33.17,0.064133333,0.092633333,0.041633333,0.031466667,0.044566667,0.021566667,0.200166667,0.220666667,0.162166667,0.281333333,0.304633333,0.243033333,0.227833333,0.250833333,0.196633333,0.063366667,0.080666667,0.051566667,0.280433333,0.312333333,0.267833333,0.0908,0.1661,0.0551
33.26,0.064266667,0.091866667,0.041266667,0.0315,0.0445,0.0195,0.204,0.2242,0.1656,0.2813,0.3055,0.2441,0.225833333,0.251233333,0.196133333,0.065566667,0.082766667,0.052266667,0.280333333,0.312233333,0.267433333,0.091633333,0.167433333,0.057333333
33.34,0.0658,0.0937,0.0445,0.032266667,0.045866667,0.021266667,0.207,0.227,0.1701,0.282866667,0.307166667,0.246566667,0.2286,0.2521,0.1964,0.0649,0.0816,0.0527,0.280566667,0.310666667,0.267166667,0.093266667,0.167966667,0.057266667
33.42,0.0668,0.0947,0.0432,0.031866667,0.045166667,0.019266667,0.206866667,0.228066667,0.170766667,0.2828,0.3069,0.2445,0.229133333,0.254133333,0.199133333,0.064933333,0.082633333,0.054633333,0.2792,0.31,0.2647,0.0953,0.1686,0.0574
33.51,0.066933333,0.094333333,0.044533333,0.031933333,0.045533333,0.021033333,0.207866667,0.230666667,0.173266667,0.283966667,0.307566667,0.245066667,0.227866667,0.254466667,0.199966667,0.063733333,0.081733333,0.055233333,0.277466667,0.308866667,0.264366667,0.096433333,0.168833333,0.057033333
33.59,0.068966667,0.096466667,0.046266667,0.033,0.0466,0.0224,0.209533333,0.231333333,0.174233333,0.285133333,0.308233333,0.246533333,0.227633333,0.254233333,0.199533333,0.062466667,0.080866667,0.054266667,0.2769,0.3099,0.2656,0.097633333,0.168733333,0.058533333
33.67,0.0677,0.0952,0.0445,0.0318,0.0462,0.0209,0.210733333,0.233833333,0.177733333,0.285566667,0.310566667,0.249866667,0.227233333,0.252333333,0.199133333,0.062733333,0.082333333,0.055733333,0.277766667,0.311266667,0.262966667,0.1007,0.1712,0.0619
33.76,0.064233333,0.091933333,0.042533333,0.031166667,0.044166667,0.020666667,0.213666667,0.236266667,0.179366667,0.2853,0.309,0.2484,0.224666667,0.252066667,0.198766667,0.0648,0.0844,0.0551,0.276133333,0.311033333,0.262733333,0.101733333,0.171533333,0.061233333
33.84,0.063,0.0898,0.0432,0.029166667,0.045766667,0.016466667,0.214066667,0.237666667,0.181366667,0.2863,0.3105,0.2484,0.226733333,0.255033333,0.201533333,0.0663,0.0847,0.056,0.2764,0.3119,0.264,0.1069,0.1753,0.0653
33.92,0.063433333,0.088333333,0.043933333,0.029466667,0.044766667,0.017366667,0.2141,0.241,0.1827,0.286633333,0.309033333,0.246733333,0.225966667,0.252666667,0.198766667,0.066333333,0.085533333,0.055333333,0.277433333,0.311933333,0.265033333,0.1079,0.1759,0.0659
34.01,0.061266667,0.086566667,0.042966667,0.029966667,0.046566667,0.016766667,0.2181,0.2463,0.1861,0.286766667,0.310966667,0.249866667,0.226733333,0.251733333,0.198833333,0.0692,0.0844,0.0581,0.2801,0.3136,0.2667,0.110166667,0.177366667,0.067266667
34.09,0.059,0.0859,0.0418,0.031866667,0.046266667,0.018266667,0.218466667,0.248166667,0.187566667,0.2856,0.3106,0.2497,0.225433333,0.250933333,0.197933333,0.066266667,0.083066667,0.058066667,0.280633333,0.314833333,0.268033333,0.110966667,0.178966667,0.068666667
34.17,0.0621,0.0866,0.041,0.0316,0.0445,0.019,0.2176,0.2499,0.19,0.287933333,0.311433333,0.250733333,0.2237,0.2511,0.1982,0.065133333,0.082133333,0.056533333,0.281766667,0.315766667,0.270766667,0.114166667,0.180166667,0.071166667
34.26,0.0602,0.0866,0.0412,0.031966667,0.045066667,0.020166667,0.216033333,0.250733333,0.188733333,0.288433333,0.311233333,0.248833333,0.224233333,0.250333333,0.197633333,0.0669,0.0831,0.0577,0.280433333,0.316233333,0.268733333,0.115233333,0.181133333,0.072133333
34.34,0.0617,0.0862,0.0413,0.031333333,0.044433333,0.019033333,0.216566667,0.252066667,0.192466667,0.2892,0.3119,0.2505,0.225466667,0.250866667,0.198366667,0.067233333,0.082033333,0.057233333,0.2811,0.3165,0.2667,0.117066667,0.181566667,0.074966667
34.42,0.061066667,0.088866667,0.043066667,0.0325,0.0455,0.0208,0.216766667,0.251766667,0.192866667,0.288233333,0.310133333,0.248833333,0.222433333,0.249533333,0.197833333,0.067333333,0.083533333,0.058633333,0.2813,0.3167,0.2665,0.117366667,0.182566667,0.077066667
34.51,0.060633333,0.087033333,0.042733333,0.029533333,0.043833333,0.021733333,0.2172,0.254,0.1964,0.289366667,0.310966667,0.250966667,0.2241,0.2514,0.2013,0.067466667,0.084766667,0.059766667,0.280466667,0.316766667,0.267966667,0.119133333,0.184033333,0.078133333
34.59,0.063133333,0.086933333,0.041633333,0.031633333,0.043233333,0.021733333,0.217066667,0.254366667,0.196366667,0.2894,0.3111,0.2522,0.224266667,0.251466667,0.202266667,0.066433333,0.085533333,0.059033333,0.281566667,0.317766667,0.269566667,0.120933333,0.186233333,0.081333333
34.67,0.0608,0.0878,0.0409,0.032566667,0.043866667,0.020366667,0.2166,0.2543,0.1976,0.289666667,0.312566667,0.254266667,0.224833333,0.252433333,0.202033333,0.0658,0.0854,0.059,0.282833333,0.318833333,0.269633333,0.120866667,0.185866667,0.081666667
34.76,0.0612,0.0872,0.0404,0.032466667,0.042066667,0.017866667,0.216866667,0.253466667,0.197666667,0.288766667,0.310566667,0.252566667,0.223933333,0.251633333,0.202933333,0.064466667,0.085766667,0.060566667,0.282,0.318,0.2694,0.124,0.1877,0.0829
34.84,0.0611,0.0876,0.041,0.032066667,0.042966667,0.015566667,0.218466667,0.257466667,0.202166667,0.288833333,0.311233333,0.254133333,0.224266667,0.251266667,0.203666667,0.0671,0.0877,0.0621,0.281933333,0.317933333,0.268233333,0.124933333,0.187933333,0.086033333
34.92,0.059866667,0.086566667,0.037266667,0.032766667,0.042866667,0.015066667,0.219833333,0.257833333,0.202633333,0.2873,0.3097,0.253,0.221666667,0.249466667,0.201166667,0.064366667,0.087266667,0.059966667,0.281966667,0.317166667,0.267966667,0.124233333,0.189133333,0.087633333
35.01,0.062,0.0866,0.0385,0.0324,0.0438,0.0161,0.219866667,0.256866667,0.202066667,0.285866667,0.310766667,0.254366667,0.2199,0.2478,0.1986,0.062333333,0.086233333,0.059833333,0.284666667,0.319566667,0.268566667,0.1275,0.1908,0.0905
35.09,0.064533333,0.088233333,0.041333333,0.033266667,0.045466667,0.018166667,0.2189,0.2559,0.2016,0.285366667,0.309566667,0.251666667,0.2216,0.2488,0.1987,0.063533333,0.087333333,0.060333333,0.2849,0.3197,0.2698,0.129333333,0.192333333,0.092433333
35.17,0.069166667,0.087866667,0.042166667,0.0331,0.0458,0.0178,0.218133333,0.255633333,0.199733333,0.284466667,0.310266667,0.250066667,0.2227,0.249,0.198,0.064566667,0.086866667,0.058666667,0.2879,0.3229,0.2731,0.1306,0.194,0.0936
35.26,0.070833333,0.090033333,0.044533333,0.032533333,0.046633333,0.017933333,0.2165,0.255,0.2005,0.286233333,0.312333333,0.252833333,0.222766667,0.249766667,0.197166667,0.064466667,0.087066667,0.055566667,0.2871,0.3214,0.2719,0.132466667,0.194966667,0.092566667
35.34,0.067833333,0.089433333,0.043233333,0.0299,0.0466,0.0201,0.216866667,0.256466667,0.200166667,0.2853,0.3122,0.2542,0.223033333,0.250533333,0.198433333,0.063766667,0.086566667,0.055466667,0.286866667,0.320666667,0.271266667,0.134266667,0.194866667,0.093566667
35.42,0.067766667,0.088066667,0.042666667,0.0316,0.0462,0.019,0.216533333,0.255033333,0.199633333,0.285066667,0.309666667,0.251466667,0.222866667,0.250666667,0.196766667,0.062,0.0856,0.0567,0.286166667,0.319266667,0.269966667,0.136133333,0.195433333,0.094233333
35.51,0.0669,0.0874,0.0442,0.031,0.0468,0.0199,0.2167,0.2571,0.2018,0.286166667,0.310866667,0.251266667,0.221833333,0.250733333,0.198533333,0.0632,0.0868,0.0586,0.286866667,0.319166667,0.270166667,0.1377,0.1982,0.0959
35.59,0.064,0.087,0.0424,0.0298,0.045,0.0179,0.216333333,0.256233333,0.202033333,0.285966667,0.310366667,0.250166667,0.223866667,0.249266667,0.198066667,0.064533333,0.086033333,0.060833333,0.284466667,0.319066667,0.269466667,0.139066667,0.199066667,0.097866667
35.67,0.063733333,0.087533333,0.041933333,0.029233333,0.043633333,0.015633333,0.217266667,0.258966667,0.204566667,0.2879,0.3127,0.2533,0.224766667,0.250066667,0.199666667,0.0663,0.0874,0.0611,0.284,0.3182,0.2701,0.1407,0.2002,0.0989
35.76,0.0643,0.087,0.0409,0.030933333,0.043533333,0.015033333,0.215766667,0.257166667,0.204066667,0.287,0.3113,0.2523,0.224866667,0.248566667,0.198166667,0.064933333,0.085033333,0.059633333,0.283666667,0.317366667,0.270366667,0.143766667,0.201266667,0.097866667
35.84,0.063833333,0.089533333,0.040033333,0.031433333,0.043333333,0.016033333,0.216833333,0.258733333,0.205033333,0.289466667,0.312266667,0.254866667,0.224066667,0.248466667,0.197066667,0.0616,0.0836,0.058,0.284466667,0.319166667,0.271866667,0.1454,0.2035,0.1011
35.92,0.0632,0.0877,0.0363,0.031766667,0.043566667,0.015266667,0.2167,0.2588,0.2032,0.288866667,0.311466667,0.254066667,0.223166667,0.248566667,0.196966667,0.061866667,0.085166667,0.055866667,0.2866,0.3214,0.2728,0.147933333,0.204933333,0.104133333
36.01,0.063433333,0.088333333,0.037733333,0.031966667,0.040266667,0.015566667,0.215766667,0.256766667,0.200266667,0.287966667,0.309766667,0.252566667,0.2239,0.2477,0.1947,0.062166667,0.084766667,0.056966667,0.2867,0.3218,0.2747,0.1483,0.2062,0.1058
36.09,0.062066667,0.087666667,0.035366667,0.032766667,0.041166667,0.016366667,0.214,0.2561,0.1994,0.285666667,0.310666667,0.252666667,0.2251,0.248,0.1948,0.063333333,0.083533333,0.056733333,0.289966667,0.323766667,0.277266667,0.150633333,0.208733333,0.109033333
36.17,0.062366667,0.089966667,0.038266667,0.032933333,0.040433333,0.018233333,0.214,0.2565,0.2008,0.2866,0.3105,0.2533,0.225033333,0.247633333,0.194733333,0.064666667,0.084666667,0.055966667,0.291066667,0.325266667,0.277566667,0.152733333,0.210233333,0.112233333
36.26,0.058366667,0.089366667,0.036666667,0.0317,0.0436,0.0199,0.2129,0.2554,0.199,0.2859,0.3105,0.2527,0.2265,0.2474,0.194,0.064433333,0.081733333,0.056033333,0.290666667,0.323466667,0.275066667,0.154233333,0.210633333,0.113733333
36.34,0.059533333,0.088933333,0.036533333,0.034066667,0.042666667,0.018366667,0.213533333,0.256833333,0.201733333,0.2859,0.312,0.2535,0.2249,0.2481,0.1958,0.0627,0.083,0.0546,0.292166667,0.324066667,0.275966667,0.156866667,0.212566667,0.116566667
36.42,0.0579,0.0887,0.0348,0.0335,0.0437,0.0185,0.212633333,0.255433333,0.199033333,0.285233333,0.311933333,0.251033333,0.2236,0.2461,0.1943,0.0633,0.0828,0.0555,0.292433333,0.323833333,0.275533333,0.156266667,0.212766667,0.118166667
36.51,0.057166667,0.089466667,0.034766667,0.031433333,0.043933333,0.015433333,0.213166667,0.256166667,0.199466667,0.2841,0.3111,0.2499,0.2246,0.2473,0.1975,0.0619,0.0821,0.0555,0.293,0.3244,0.2768,0.155133333,0.212133333,0.117933333
36.59,0.057066667,0.088866667,0.032566667,0.0287,0.0439,0.013,0.2125,0.2553,0.1985,0.285933333,0.311433333,0.251033333,0.222566667,0.246966667,0.194766667,0.063,0.0836,0.0569,0.292533333,0.324133333,0.276333333,0.1558,0.2138,0.1179
36.67,0.0584,0.0886,0.0336,0.029433333,0.044633333,0.014833333,0.2137,0.2555,0.1981,0.2864,0.3126,0.2528,0.225166667,0.248966667,0.197966667,0.063733333,0.085333333,0.057933333,0.2929,0.3247,0.2771,0.1599,0.2168,0.1204
36.76,0.058133333,0.088033333,0.035433333,0.030866667,0.044366667,0.016866667,0.2142,0.256,0.1985,0.2862,0.3123,0.2529,0.225,0.2493,0.1977,0.064133333,0.081533333,0.055433333,0.293266667,0.325666667,0.277066667,0.163433333,0.218733333,0.123133333
36.84,0.0583,0.0851,0.0355,0.029866667,0.045466667,0.012966667,0.211633333,0.254433333,0.197533333,0.2874,0.3132,0.2534,0.223633333,0.248533333,0.197033333,0.065033333,0.083433333,0.056833333,0.2929,0.3253,0.2772,0.166566667,0.220766667,0.124166667
36.92,0.0605,0.0871,0.0359,0.030766667,0.043866667,0.015266667,0.211766667,0.254066667,0.197466667,0.2874,0.3137,0.2536,0.223466667,0.250266667,0.198766667,0.063933333,0.082133333,0.057033333,0.2935,0.3248,0.2758,0.1662,0.2212,0.1247
37.01,0.059433333,0.087233333,0.037733333,0.032433333,0.044533333,0.014933333,0.213633333,0.255533333,0.199733333,0.288766667,0.314466667,0.255466667,0.226,0.2527,0.2016,0.0636,0.0828,0.0577,0.2944,0.3256,0.2763,0.1666,0.2227,0.1259
37.09,0.060066667,0.086166667,0.034966667,0.032433333,0.044333333,0.013333333,0.214266667,0.255766667,0.197666667,0.286933333,0.313033333,0.252233333,0.224766667,0.252866667,0.200466667,0.063133333,0.084933333,0.056833333,0.2943,0.3257,0.2766,0.1687,0.2224,0.1276
37.17,0.058766667,0.085866667,0.032566667,0.0318,0.0432,0.0131,0.213366667,0.255266667,0.194966667,0.287566667,0.313466667,0.253066667,0.224933333,0.250333333,0.199433333,0.064633333,0.085833333,0.058133333,0.295566667,0.326366667,0.278166667,0.171133333,0.224633333,0.130233333
37.26,0.059,0.0842,0.0334,0.030433333,0.042833333,0.010133333,0.213133333,0.254733333,0.194133333,0.2857,0.3126,0.2527,0.225833333,0.249933333,0.199933333,0.063833333,0.084033333,0.057133333,0.2975,0.3288,0.2808,0.173233333,0.227733333,0.131333333
37.34,0.057833333,0.084933333,0.033733333,0.0321,0.0445,0.0141,0.214466667,0.255466667,0.194166667,0.285933333,0.313233333,0.253133333,0.225466667,0.249466667,0.200366667,0.064633333,0.081833333,0.057133333,0.296733333,0.327133333,0.279333333,0.172866667,0.228066667,0.130366667
37.42,0.060166667,0.086666667,0.036066667,0.0304,0.0416,0.0125,0.215,0.2572,0.1971,0.287533333,0.313433333,0.253933333,0.2209,0.2497,0.2,0.0669,0.0828,0.0572,0.298733333,0.328533333,0.281533333,0.1758,0.231,0.1326
37.51,0.0598,0.0873,0.0378,0.029366667,0.040166667,0.015266667,0.2139,0.2573,0.1978,0.2887,0.3149,0.2549,0.22,0.249,0.1993,0.065633333,0.083333333,0.057033333,0.298766667,0.327666667,0.280066667,0.179033333,0.231033333,0.134033333
37.59,0.059533333,0.086033333,0.038433333,0.031433333,0.042933333,0.016133333,0.215633333,0.258433333,0.200033333,0.2887,0.3143,0.2558,0.221933333,0.250333333,0.200333333,0.063633333,0.085033333,0.058833333,0.2971,0.3271,0.2797,0.1807,0.2325,0.1361
37.67,0.059,0.0851,0.0346,0.030533333,0.042233333,0.014833333,0.214333333,0.257433333,0.198033333,0.2867,0.3134,0.2531,0.223033333,0.251333333,0.201233333,0.063166667,0.085766667,0.059266667,0.2968,0.327,0.2803,0.182233333,0.234133333,0.137333333
37.76,0.057833333,0.086933333,0.035633333,0.0312,0.0438,0.0153,0.215366667,0.258066667,0.199266667,0.290133333,0.316433333,0.256033333,0.2242,0.2499,0.2004,0.064933333,0.086533333,0.060133333,0.2981,0.3282,0.2816,0.184766667,0.236466667,0.140566667
37.84,0.058466667,0.087766667,0.035466667,0.0313,0.0438,0.0155,0.2171,0.2596,0.2001,0.2893,0.3154,0.2558,0.225,0.2498,0.1989,0.066066667,0.085666667,0.059866667,0.2962,0.3275,0.2811,0.185966667,0.236666667,0.138866667
37.92,0.060133333,0.088133333,0.038133333,0.0298,0.0435,0.0172,0.216666667,0.259966667,0.199866667,0.290766667,0.316366667,0.256966667,0.223833333,0.249333333,0.197433333,0.0648,0.0865,0.0604,0.2956,0.3268,0.281,0.1866,0.2377,0.1377
38.01,0.0623,0.0882,0.0366,0.029666667,0.043166667,0.016366667,0.2159,0.2582,0.1989,0.288333333,0.313533333,0.253333333,0.223866667,0.248766667,0.195566667,0.064766667,0.083766667,0.057366667,0.294566667,0.327266667,0.280866667,0.190133333,0.239733333,0.141433333
38.09,0.061,0.0879,0.0369,0.0315,0.0446,0.0189,0.215233333,0.258133333,0.198233333,0.2894,0.3151,0.254,0.223166667,0.248766667,0.197066667,0.065033333,0.083133333,0.058033333,0.295933333,0.327633333,0.281233333,0.192866667,0.242566667,0.143866667
38.17,0.059633333,0.088333333,0.037333333,0.0308,0.0434,0.0198,0.214833333,0.258233333,0.197233333,0.288966667,0.314466667,0.253066667,0.2247,0.2496,0.1979,0.0648,0.0836,0.058,0.296866667,0.328266667,0.278666667,0.194866667,0.240966667,0.145666667
38.26,0.060233333,0.087433333,0.036133333,0.030466667,0.043166667,0.017166667,0.214533333,0.258533333,0.198133333,0.2896,0.3147,0.2532,0.2228,0.2492,0.1967,0.0656,0.0843,0.0574,0.2936,0.327,0.2777,0.1951,0.2402,0.1458
38.34,0.057466667,0.089366667,0.038166667,0.031066667,0.042466667,0.018166667,0.214933333,0.257433333,0.196333333,0.290766667,0.316466667,0.254266667,0.223233333,0.249433333,0.196633333,0.065266667,0.083666667,0.058166667,0.293433333,0.326933333,0.276633333,0.197,0.2412,0.1459
38.42,0.059366667,0.090666667,0.039466667,0.0314,0.043,0.0159,0.2153,0.2568,0.1951,0.289933333,0.314933333,0.252233333,0.2228,0.2495,0.1963,0.064933333,0.083433333,0.056433333,0.293766667,0.325566667,0.277066667,0.199333333,0.242633333,0.145833333
38.51,0.0584,0.0875,0.0363,0.0321,0.0429,0.0152,0.215633333,0.254933333,0.194133333,0.289666667,0.314566667,0.251766667,0.224166667,0.250966667,0.197566667,0.063333333,0.083633333,0.055733333,0.295733333,0.326633333,0.276433333,0.199766667,0.244066667,0.147166667
38.59,0.0592,0.0876,0.0361,0.0322,0.044,0.0149,0.2153,0.255,0.1955,0.2889,0.3142,0.2506,0.2233,0.2495,0.1958,0.0612,0.0828,0.0545,0.295766667,0.325766667,0.276566667,0.2006,0.2449,0.1477
38.67,0.0599,0.086,0.0336,0.032433333,0.044733333,0.016433333,0.2178,0.2571,0.1974,0.289066667,0.314666667,0.252166667,0.221633333,0.250433333,0.196433333,0.0616,0.0857,0.0572,0.295166667,0.326166667,0.277166667,0.201833333,0.247433333,0.148833333
38.76,0.0571,0.0836,0.0305,0.0316,0.0418,0.0146,0.2159,0.2556,0.1945,0.288133333,0.313333333,0.251133333,0.221,0.2497,0.1955,0.063533333,0.087633333,0.056733333,0.2943,0.3262,0.2786,0.201933333,0.248233333,0.149033333
38.84,0.058466667,0.085166667,0.030966667,0.028866667,0.043066667,0.015366667,0.215033333,0.255833333,0.192633333,0.2863,0.3133,0.2498,0.2176,0.2474,0.1928,0.063,0.0857,0.0556,0.295833333,0.327233333,0.279033333,0.2033,0.2495,0.1513
38.92,0.059666667,0.085966667,0.031766667,0.028733333,0.041733333,0.014433333,0.214533333,0.255633333,0.191433333,0.286333333,0.313833333,0.250033333,0.2148,0.2466,0.1921,0.062866667,0.083866667,0.055066667,0.296433333,0.327433333,0.277533333,0.204466667,0.249166667,0.150766667
39.01,0.0578,0.0857,0.0307,0.029966667,0.040666667,0.014366667,0.2126,0.2549,0.1903,0.2874,0.314,0.2515,0.216866667,0.249066667,0.194566667,0.063566667,0.084366667,0.056166667,0.296633333,0.327633333,0.278233333,0.2054,0.2499,0.152
39.09,0.058433333,0.084233333,0.030333333,0.029866667,0.040566667,0.012566667,0.213,0.2565,0.1922,0.2883,0.3147,0.2528,0.218566667,0.249466667,0.196266667,0.063233333,0.085133333,0.057733333,0.298,0.3277,0.2798,0.204933333,0.250733333,0.153433333
39.17,0.058433333,0.085333333,0.030133333,0.030166667,0.042066667,0.012466667,0.212066667,0.255866667,0.190566667,0.288533333,0.313933333,0.252233333,0.220566667,0.250466667,0.196966667,0.064433333,0.086033333,0.057933333,0.299933333,0.329733333,0.282033333,0.2063,0.2514,0.1541
39.26,0.0562,0.0822,0.0309,0.0298,0.0433,0.0146,0.213333333,0.256133333,0.191133333,0.2857,0.3123,0.2521,0.219566667,0.249966667,0.195966667,0.065733333,0.085733333,0.056733333,0.297733333,0.327733333,0.278633333,0.2066,0.2496,0.152
39.34,0.058433333,0.085133333,0.032933333,0.029233333,0.044333333,0.016533333,0.211566667,0.255866667,0.192166667,0.287866667,0.313866667,0.253366667,0.220933333,0.249533333,0.197533333,0.0667,0.0862,0.058,0.2977,0.3278,0.2805,0.2068,0.2505,0.1532
39.42,0.058266667,0.086166667,0.033666667,0.031166667,0.045766667,0.016666667,0.212933333,0.255833333,0.192333333,0.287733333,0.313933333,0.252733333,0.2197,0.2481,0.1951,0.066266667,0.085866667,0.056266667,0.297466667,0.327666667,0.278766667,0.204266667,0.249566667,0.153866667
39.51,0.0588,0.0884,0.0345,0.029933333,0.045433333,0.017033333,0.2141,0.2574,0.1932,0.287866667,0.314066667,0.253766667,0.220633333,0.248633333,0.196033333,0.066,0.0829,0.0533,0.298166667,0.327666667,0.278866667,0.203733333,0.249633333,0.153833333
39.59,0.0582,0.0874,0.0329,0.027133333,0.043633333,0.014533333,0.213633333,0.255933333,0.193333333,0.287933333,0.314333333,0.253233333,0.2187,0.2471,0.1936,0.0638,0.0826,0.0495,0.298466667,0.327366667,0.278266667,0.2043,0.2499,0.1547
