Duration (Hours),PGY (Modified) Media,PGY (Modified) Media,PGY (Modified) Media,A. christensenii SM,A. christensenii SM,A. christensenii SM,F. vaginae SM,F. vaginae SM,F. vaginae SM,A. tetradius SM,A. tetradius SM,A. tetradius SM,E. massiliensis SM,E. massiliensis SM,E. massiliensis SM,C. bergeronii SM,C. bergeronii SM,C. bergeronii SM,A. marseille SM,A. marseille SM,A. marseille SM,L. jensenii SM,L. jensenii SM,L. jensenii SM,A. lactolyticus SM,A. lactolyticus SM,A. lactolyticus SM,P. vaginalis SM,P. vaginalis SM,P. vaginalis SM,V. bacterium SM,V. bacterium SM,V. bacterium SM,M. curtisii SM,M. curtisii SM,M. curtisii SM
10.34,0.395466667,0.379466667,0.351666667,0.297233333,0.303033333,0.266233333,0.096233333,0.105633333,0.080633333,0.055333333,0.071133333,0.030333333,0.370033333,0.384833333,0.362633333,0.291166667,0.292266667,0.260966667,0.3149,0.3189,0.2941,0.043433333,0.048433333,0.008033333,0.072833333,0.075733333,0.055133333,0.3376,0.3428,0.2897,0.391933333,0.398133333,0.384633333,0.387766667,0.395966667,0.387666667
10.42,0.398066667,0.381166667,0.355266667,0.301233333,0.308133333,0.270533333,0.097,0.1063,0.0816,0.057633333,0.073433333,0.030733333,0.3703,0.3854,0.3633,0.297,0.2965,0.2637,0.314966667,0.319966667,0.296566667,0.042,0.0487,0.0078,0.0728,0.075,0.0547,0.339766667,0.345566667,0.292066667,0.393666667,0.400166667,0.386666667,0.388933333,0.398033333,0.388533333
10.5,0.397533333,0.380633333,0.355833333,0.3068,0.3128,0.2758,0.099166667,0.107266667,0.082366667,0.057,0.0731,0.0296,0.371466667,0.385966667,0.363866667,0.297433333,0.298533333,0.265333333,0.315366667,0.320266667,0.295566667,0.0441,0.0484,0.0104,0.073033333,0.076933333,0.057033333,0.3419,0.3467,0.2927,0.394866667,0.401666667,0.386266667,0.389233333,0.399833333,0.388833333
10.59,0.399666667,0.382666667,0.358966667,0.309733333,0.315533333,0.278833333,0.099166667,0.107466667,0.081866667,0.0566,0.0726,0.0283,0.372933333,0.389333333,0.366933333,0.297733333,0.299433333,0.266033333,0.317,0.3212,0.2965,0.043933333,0.048333333,0.007833333,0.072833333,0.076533333,0.056233333,0.341766667,0.347666667,0.293566667,0.3954,0.4033,0.3885,0.390266667,0.400866667,0.390966667
10.67,0.400833333,0.383833333,0.360233333,0.312066667,0.317766667,0.281766667,0.098733333,0.108033333,0.080233333,0.0559,0.0721,0.0274,0.373833333,0.390533333,0.366933333,0.2971,0.2997,0.2663,0.318566667,0.322966667,0.299366667,0.0424,0.0483,0.0082,0.071333333,0.076633333,0.056233333,0.3434,0.3483,0.2935,0.3944,0.4038,0.3889,0.390633333,0.401533333,0.391633333
10.75,0.401166667,0.382766667,0.358366667,0.3134,0.3202,0.2835,0.101466667,0.109466667,0.080466667,0.056766667,0.073966667,0.031566667,0.374166667,0.392366667,0.368966667,0.2975,0.2978,0.2646,0.3197,0.3247,0.301,0.043233333,0.049333333,0.010033333,0.070066667,0.076666667,0.055766667,0.3435,0.3474,0.293,0.393766667,0.403966667,0.389566667,0.3907,0.4017,0.3931
10.84,0.402,0.3849,0.3595,0.3133,0.322,0.2844,0.101566667,0.108566667,0.080066667,0.0543,0.0733,0.0321,0.375566667,0.392866667,0.369766667,0.297,0.2977,0.264,0.318233333,0.325233333,0.302633333,0.044966667,0.049566667,0.010466667,0.070766667,0.074666667,0.053866667,0.346466667,0.350166667,0.295666667,0.393733333,0.404833333,0.390633333,0.391,0.402,0.3946
10.92,0.402166667,0.386966667,0.361166667,0.316266667,0.325266667,0.287166667,0.1009,0.1086,0.0806,0.053166667,0.070366667,0.030166667,0.374366667,0.392166667,0.368566667,0.2986,0.2998,0.2663,0.319833333,0.326333333,0.303633333,0.0447,0.0506,0.0109,0.070433333,0.074733333,0.053833333,0.346233333,0.351633333,0.297933333,0.394766667,0.404366667,0.391766667,0.394733333,0.405733333,0.397733333
11,0.403033333,0.386833333,0.362033333,0.318966667,0.328366667,0.291266667,0.101166667,0.109766667,0.081566667,0.053466667,0.069766667,0.029966667,0.3752,0.3934,0.3691,0.299333333,0.300733333,0.267233333,0.320533333,0.327833333,0.303733333,0.041633333,0.049433333,0.009933333,0.070233333,0.075133333,0.055033333,0.346033333,0.353133333,0.299333333,0.395966667,0.405066667,0.391666667,0.394833333,0.405433333,0.397433333
11.09,0.402833333,0.386433333,0.361733333,0.320833333,0.329033333,0.295533333,0.0985,0.1078,0.081,0.052533333,0.069433333,0.029133333,0.3747,0.3926,0.369,0.302533333,0.302233333,0.267633333,0.319866667,0.327866667,0.305566667,0.037933333,0.047433333,0.006533333,0.072266667,0.075266667,0.054666667,0.3487,0.3552,0.2998,0.396733333,0.406133333,0.391433333,0.393633333,0.403733333,0.397733333
11.17,0.402333333,0.386733333,0.361533333,0.3205,0.3292,0.2957,0.098,0.1068,0.0792,0.05,0.0682,0.0296,0.374533333,0.395033333,0.369633333,0.303666667,0.301866667,0.267966667,0.322333333,0.330633333,0.307633333,0.0385,0.0466,0.0075,0.071633333,0.076933333,0.054433333,0.349733333,0.355633333,0.297933333,0.396,0.4052,0.3911,0.392633333,0.402633333,0.396833333
11.25,0.405233333,0.389233333,0.363633333,0.321066667,0.330466667,0.295866667,0.098366667,0.106866667,0.078766667,0.051033333,0.069733333,0.030733333,0.376633333,0.396633333,0.371433333,0.3044,0.3021,0.2684,0.320866667,0.328866667,0.306566667,0.0402,0.0473,0.0065,0.071966667,0.076466667,0.053966667,0.351766667,0.356566667,0.300166667,0.393933333,0.404533333,0.391233333,0.393733333,0.403333333,0.397533333
11.34,0.406066667,0.389166667,0.364366667,0.325233333,0.333433333,0.299433333,0.099033333,0.109433333,0.081933333,0.052066667,0.070366667,0.032266667,0.376933333,0.395233333,0.371833333,0.306033333,0.305233333,0.270433333,0.3217,0.3286,0.3071,0.0417,0.0468,0.0049,0.071166667,0.077466667,0.054466667,0.353266667,0.358966667,0.302766667,0.3948,0.4058,0.3922,0.392866667,0.403566667,0.396666667
11.42,0.407366667,0.391466667,0.367066667,0.327333333,0.334233333,0.300333333,0.097733333,0.108633333,0.079733333,0.0552,0.0714,0.0316,0.379166667,0.396766667,0.374366667,0.305066667,0.304266667,0.270566667,0.320266667,0.327566667,0.306966667,0.042466667,0.048366667,0.007866667,0.073166667,0.077366667,0.054066667,0.354533333,0.360333333,0.304833333,0.396133333,0.406633333,0.393733333,0.3929,0.4045,0.3991
11.5,0.408866667,0.392366667,0.367666667,0.328766667,0.336266667,0.302066667,0.097633333,0.108033333,0.079033333,0.054666667,0.071366667,0.028966667,0.379366667,0.396166667,0.374266667,0.305366667,0.305966667,0.271266667,0.322733333,0.329433333,0.308333333,0.043033333,0.046933333,0.007833333,0.0709,0.0772,0.0524,0.356966667,0.361966667,0.307066667,0.3982,0.4077,0.3953,0.3935,0.4048,0.398
11.59,0.409166667,0.393066667,0.368766667,0.329666667,0.337166667,0.303566667,0.096833333,0.107233333,0.078733333,0.054966667,0.071266667,0.028766667,0.380233333,0.398133333,0.375933333,0.305033333,0.306033333,0.272733333,0.323333333,0.330033333,0.307433333,0.044066667,0.045566667,0.008066667,0.070966667,0.076266667,0.051266667,0.358766667,0.363066667,0.308166667,0.3985,0.4079,0.3962,0.394233333,0.405533333,0.397133333
11.67,0.4096,0.3932,0.3691,0.330533333,0.338833333,0.305833333,0.100566667,0.109666667,0.080766667,0.0543,0.0706,0.0278,0.3812,0.3982,0.3751,0.3053,0.3069,0.272,0.322866667,0.329466667,0.307866667,0.044266667,0.046066667,0.007966667,0.071266667,0.075166667,0.051566667,0.3591,0.3622,0.3087,0.3995,0.4089,0.396,0.3938,0.4067,0.3985
11.75,0.410166667,0.393966667,0.369466667,0.333233333,0.341133333,0.308033333,0.1005,0.11,0.0814,0.054933333,0.069733333,0.027933333,0.382633333,0.398833333,0.376233333,0.305133333,0.307133333,0.272633333,0.3236,0.3315,0.3092,0.044,0.0456,0.0096,0.0726,0.0759,0.0518,0.3592,0.3639,0.3092,0.399,0.4069,0.3955,0.393966667,0.407266667,0.399566667
11.84,0.412333333,0.395133333,0.370633333,0.334066667,0.343166667,0.309666667,0.100033333,0.109433333,0.080833333,0.057566667,0.070966667,0.029966667,0.382833333,0.399633333,0.377033333,0.307066667,0.308166667,0.274266667,0.324233333,0.332333333,0.310533333,0.0432,0.047,0.0112,0.0736,0.0786,0.0548,0.359133333,0.364433333,0.309533333,0.399366667,0.406366667,0.396166667,0.395166667,0.407866667,0.400866667
11.92,0.4116,0.3967,0.3731,0.335533333,0.344233333,0.311233333,0.100533333,0.109433333,0.081133333,0.059133333,0.071533333,0.030633333,0.383133333,0.400333333,0.376933333,0.310166667,0.310666667,0.277366667,0.324433333,0.333933333,0.312433333,0.042166667,0.048566667,0.009266667,0.0737,0.0794,0.055,0.359233333,0.364733333,0.308933333,0.396733333,0.406333333,0.395233333,0.3989,0.4121,0.4051
12,0.4121,0.3975,0.3725,0.335566667,0.343166667,0.309866667,0.099733333,0.111633333,0.083533333,0.0577,0.0711,0.031,0.3832,0.4003,0.3779,0.311733333,0.311833333,0.279133333,0.3257,0.336,0.3146,0.041933333,0.048733333,0.008633333,0.072033333,0.078533333,0.056033333,0.3613,0.3663,0.3109,0.398433333,0.408133333,0.396933333,0.400766667,0.412566667,0.406466667
12.09,0.4124,0.3958,0.371,0.333266667,0.342766667,0.309366667,0.099933333,0.110633333,0.083633333,0.055433333,0.070733333,0.030833333,0.384433333,0.399433333,0.378033333,0.312666667,0.312466667,0.278066667,0.325933333,0.334733333,0.313433333,0.040566667,0.049166667,0.008466667,0.0724,0.0791,0.0555,0.360966667,0.366666667,0.309566667,0.398133333,0.408433333,0.396433333,0.3998,0.4112,0.4035
12.17,0.414433333,0.398533333,0.373133333,0.331766667,0.342766667,0.309766667,0.100366667,0.109266667,0.082666667,0.0574,0.0729,0.0329,0.384433333,0.400733333,0.379133333,0.3117,0.3133,0.278,0.326533333,0.333733333,0.312633333,0.0419,0.0475,0.0069,0.0724,0.0797,0.0559,0.361133333,0.367533333,0.310633333,0.3999,0.4089,0.3968,0.398566667,0.410966667,0.404666667
12.25,0.416,0.4001,0.3764,0.3319,0.3428,0.3111,0.1002,0.1099,0.0819,0.055533333,0.072533333,0.031533333,0.3852,0.4011,0.3799,0.3126,0.3154,0.2807,0.3262,0.3323,0.312,0.041966667,0.049966667,0.010066667,0.072866667,0.080166667,0.056566667,0.361066667,0.367166667,0.311366667,0.3991,0.41,0.398,0.401,0.413,0.4075
12.34,0.415933333,0.399733333,0.374533333,0.332033333,0.342433333,0.310633333,0.102066667,0.111766667,0.083266667,0.0526,0.072,0.0311,0.385966667,0.401766667,0.381466667,0.3159,0.3185,0.2835,0.3255,0.3321,0.3132,0.0411,0.0491,0.0114,0.073933333,0.080133333,0.056233333,0.361266667,0.366966667,0.310466667,0.398466667,0.408666667,0.397266667,0.4001,0.4128,0.4066
12.42,0.417433333,0.400633333,0.377233333,0.3322,0.3433,0.311,0.1017,0.1122,0.0837,0.054833333,0.072433333,0.032033333,0.385666667,0.401866667,0.381966667,0.318033333,0.319933333,0.284533333,0.326633333,0.332533333,0.314633333,0.041066667,0.048766667,0.012366667,0.072066667,0.079366667,0.054966667,0.360833333,0.365933333,0.308833333,0.3966,0.4067,0.3955,0.401433333,0.413633333,0.408433333
12.5,0.415433333,0.400333333,0.376233333,0.332466667,0.344366667,0.311566667,0.101533333,0.112133333,0.083133333,0.0557,0.0714,0.0312,0.3867,0.4039,0.3833,0.318266667,0.320366667,0.285266667,0.326666667,0.332866667,0.314466667,0.042533333,0.049233333,0.010833333,0.073833333,0.079233333,0.054133333,0.3625,0.368,0.3104,0.3987,0.4073,0.3962,0.400066667,0.412566667,0.405666667
12.59,0.415666667,0.400966667,0.375566667,0.333333333,0.344833333,0.312733333,0.100933333,0.111933333,0.082533333,0.053866667,0.071766667,0.032166667,0.387233333,0.405533333,0.384833333,0.3183,0.3201,0.2864,0.3277,0.3354,0.3167,0.0437,0.0486,0.0118,0.071066667,0.079566667,0.053666667,0.361833333,0.368233333,0.310333333,0.3989,0.4073,0.3965,0.402133333,0.415233333,0.409133333
12.67,0.415733333,0.401433333,0.375633333,0.3335,0.3449,0.3137,0.104066667,0.112666667,0.084166667,0.0543,0.0718,0.0315,0.3875,0.4061,0.3841,0.317633333,0.319633333,0.285633333,0.329,0.3351,0.3177,0.0438,0.0487,0.0112,0.0708,0.0802,0.0552,0.3644,0.3708,0.3127,0.398266667,0.408366667,0.396866667,0.4022,0.4154,0.4101
12.75,0.414666667,0.400966667,0.376866667,0.3343,0.3456,0.3148,0.105133333,0.113633333,0.084133333,0.054566667,0.072366667,0.034066667,0.388666667,0.407766667,0.385966667,0.3191,0.3213,0.2862,0.327833333,0.334333333,0.315233333,0.046,0.05,0.0119,0.071733333,0.079433333,0.054533333,0.363966667,0.369966667,0.311566667,0.397466667,0.408866667,0.396866667,0.403633333,0.417333333,0.411633333
12.84,0.4141,0.3993,0.3762,0.333566667,0.344666667,0.315066667,0.107766667,0.114666667,0.081966667,0.0528,0.0696,0.0317,0.388433333,0.408033333,0.385733333,0.319333333,0.321633333,0.287233333,0.3278,0.3342,0.3138,0.040866667,0.050666667,0.011466667,0.073033333,0.079433333,0.054633333,0.3655,0.3721,0.3144,0.396966667,0.409766667,0.396566667,0.402466667,0.415666667,0.409166667
12.92,0.413933333,0.399833333,0.376833333,0.335533333,0.345933333,0.314233333,0.1049,0.1135,0.0789,0.0541,0.0685,0.0298,0.388566667,0.407066667,0.383766667,0.319,0.3226,0.2874,0.329,0.3347,0.3163,0.039833333,0.048833333,0.010333333,0.0738,0.0797,0.0561,0.3643,0.3718,0.3149,0.398533333,0.411133333,0.396933333,0.402266667,0.415266667,0.408766667
13,0.416833333,0.402033333,0.377733333,0.338633333,0.348933333,0.317833333,0.102433333,0.113833333,0.078833333,0.0576,0.0686,0.0301,0.3897,0.4076,0.3844,0.319733333,0.323133333,0.287433333,0.3294,0.3353,0.3168,0.042666667,0.050566667,0.011566667,0.072166667,0.077566667,0.054966667,0.365666667,0.373266667,0.315466667,0.399333333,0.412233333,0.397233333,0.402566667,0.416466667,0.409166667
13.09,0.417,0.4006,0.3778,0.335466667,0.347666667,0.316266667,0.102266667,0.113166667,0.076666667,0.055966667,0.067366667,0.029166667,0.3901,0.4074,0.3842,0.319566667,0.320766667,0.286566667,0.328466667,0.334066667,0.314766667,0.0429,0.049,0.0115,0.070833333,0.078033333,0.055533333,0.365033333,0.371633333,0.315333333,0.398066667,0.411366667,0.396366667,0.402533333,0.416033333,0.409533333
13.17,0.4173,0.4006,0.3779,0.335466667,0.346566667,0.315266667,0.1038,0.1143,0.0805,0.055566667,0.067466667,0.028066667,0.389033333,0.407033333,0.384433333,0.3168,0.3188,0.2841,0.329,0.3346,0.3157,0.0432,0.048,0.0088,0.0714,0.0785,0.0547,0.366733333,0.372533333,0.316933333,0.397333333,0.410633333,0.396133333,0.4015,0.4152,0.4088
13.25,0.418866667,0.401666667,0.379766667,0.3361,0.3464,0.3145,0.1052,0.1163,0.0833,0.0551,0.0686,0.026,0.389033333,0.407233333,0.383633333,0.3183,0.3203,0.285,0.327966667,0.334266667,0.315366667,0.0429,0.0496,0.0108,0.0721,0.0806,0.0571,0.367566667,0.374366667,0.319166667,0.3966,0.4098,0.3961,0.403033333,0.416033333,0.411333333
13.34,0.4182,0.4024,0.3796,0.334733333,0.347033333,0.314033333,0.108333333,0.118533333,0.086033333,0.0511,0.0683,0.0262,0.388633333,0.406533333,0.384233333,0.319266667,0.320866667,0.286166667,0.3273,0.3346,0.3157,0.044333333,0.048733333,0.011333333,0.0737,0.0796,0.0577,0.370066667,0.374666667,0.320066667,0.397466667,0.410966667,0.395766667,0.402266667,0.415866667,0.411466667
13.42,0.4199,0.4029,0.3806,0.335466667,0.347666667,0.314966667,0.107966667,0.117166667,0.086366667,0.053333333,0.070333333,0.030333333,0.390466667,0.408266667,0.385966667,0.3196,0.3215,0.2861,0.329833333,0.337333333,0.318333333,0.041366667,0.048266667,0.009566667,0.072133333,0.078533333,0.056833333,0.369233333,0.374933333,0.319833333,0.398266667,0.410166667,0.395866667,0.4022,0.416,0.4117
13.5,0.4181,0.4008,0.3796,0.3354,0.3482,0.3142,0.108633333,0.118233333,0.086733333,0.052433333,0.070133333,0.029333333,0.391233333,0.409133333,0.385833333,0.320633333,0.322033333,0.286333333,0.328633333,0.337133333,0.317533333,0.041766667,0.047366667,0.008566667,0.074033333,0.079033333,0.056333333,0.370533333,0.375633333,0.320433333,0.399733333,0.410033333,0.396033333,0.4027,0.4156,0.411
13.59,0.419,0.401,0.3798,0.336566667,0.347766667,0.314266667,0.1069,0.1171,0.0871,0.051033333,0.070033333,0.028433333,0.3905,0.41,0.3858,0.323066667,0.324466667,0.287466667,0.328,0.3374,0.3191,0.041666667,0.048266667,0.008666667,0.073333333,0.078533333,0.056333333,0.370933333,0.377133333,0.320033333,0.3995,0.4101,0.397,0.403166667,0.415966667,0.410066667
13.67,0.416066667,0.401266667,0.378966667,0.3375,0.3481,0.3165,0.1097,0.1181,0.0885,0.049133333,0.069433333,0.030233333,0.390466667,0.409766667,0.386266667,0.3246,0.3262,0.2896,0.328566667,0.337866667,0.320166667,0.0425,0.0479,0.01,0.073933333,0.078633333,0.055433333,0.370633333,0.376333333,0.319033333,0.398833333,0.410633333,0.395533333,0.4035,0.4149,0.4085
13.75,0.416933333,0.401533333,0.379533333,0.3369,0.3486,0.3175,0.107633333,0.114933333,0.088533333,0.050533333,0.069533333,0.027233333,0.3919,0.4101,0.3879,0.323233333,0.325833333,0.289233333,0.3297,0.3383,0.3209,0.0423,0.0481,0.0096,0.074033333,0.078033333,0.055833333,0.371066667,0.377066667,0.320866667,0.398466667,0.409666667,0.396366667,0.404466667,0.415666667,0.408066667
13.84,0.4164,0.402,0.3789,0.3358,0.3478,0.3179,0.108633333,0.115833333,0.088233333,0.050566667,0.068866667,0.027266667,0.393166667,0.410766667,0.387666667,0.324233333,0.325533333,0.291633333,0.327633333,0.337833333,0.318633333,0.039133333,0.044133333,0.007333333,0.0746,0.0805,0.0563,0.368966667,0.375266667,0.318066667,0.397766667,0.409566667,0.395766667,0.4042,0.4158,0.4078
13.92,0.416066667,0.400866667,0.378466667,0.335633333,0.347333333,0.317233333,0.1075,0.116,0.0881,0.055133333,0.070033333,0.029133333,0.392566667,0.408666667,0.386966667,0.324366667,0.326266667,0.291566667,0.3267,0.3353,0.315,0.040566667,0.045266667,0.007866667,0.074166667,0.080366667,0.056066667,0.370666667,0.374766667,0.318966667,0.3962,0.4092,0.3944,0.4048,0.4168,0.4099
14,0.4162,0.4022,0.379,0.338266667,0.349866667,0.319266667,0.1082,0.1182,0.0903,0.054966667,0.069966667,0.031166667,0.3935,0.4094,0.3884,0.3243,0.3274,0.293,0.327133333,0.334733333,0.315333333,0.041066667,0.043866667,0.009766667,0.0753,0.0807,0.0566,0.369433333,0.374233333,0.318733333,0.3982,0.4104,0.3952,0.405366667,0.418066667,0.411366667
14.09,0.4165,0.4007,0.3766,0.339,0.3511,0.319,0.108166667,0.118166667,0.089766667,0.055933333,0.070633333,0.030733333,0.394166667,0.409766667,0.389266667,0.325033333,0.327133333,0.291933333,0.325833333,0.335733333,0.316433333,0.0434,0.0478,0.0111,0.074666667,0.082566667,0.058066667,0.368733333,0.374433333,0.317233333,0.397766667,0.408366667,0.393366667,0.403666667,0.416366667,0.408966667
14.17,0.416466667,0.400966667,0.376966667,0.337133333,0.350133333,0.319033333,0.109133333,0.118633333,0.090933333,0.053066667,0.070966667,0.029866667,0.394833333,0.410933333,0.389233333,0.323233333,0.326033333,0.289833333,0.326633333,0.334133333,0.315133333,0.040933333,0.047833333,0.009533333,0.074366667,0.082466667,0.057366667,0.369033333,0.373833333,0.317733333,0.395766667,0.406566667,0.392066667,0.4013,0.4145,0.4077
14.25,0.416066667,0.402066667,0.378766667,0.3364,0.3505,0.318,0.1078,0.1189,0.0912,0.055133333,0.072233333,0.032633333,0.395466667,0.411866667,0.389566667,0.324133333,0.326233333,0.291633333,0.325166667,0.335166667,0.316266667,0.0416,0.0492,0.0095,0.075,0.0814,0.0576,0.371,0.3766,0.3202,0.396533333,0.407933333,0.393533333,0.4029,0.4172,0.4112
14.34,0.4163,0.4031,0.3784,0.334966667,0.349366667,0.315466667,0.109433333,0.120233333,0.091433333,0.055466667,0.072866667,0.032266667,0.394,0.4121,0.3907,0.325433333,0.327133333,0.291833333,0.325866667,0.336166667,0.316466667,0.041866667,0.049666667,0.008166667,0.075866667,0.082266667,0.057666667,0.372266667,0.377666667,0.321966667,0.397533333,0.410133333,0.395633333,0.402633333,0.415833333,0.410633333
14.42,0.416866667,0.403266667,0.379766667,0.334466667,0.349366667,0.316866667,0.1083,0.1207,0.0916,0.0524,0.0708,0.0325,0.394933333,0.412233333,0.390433333,0.326933333,0.327033333,0.293233333,0.3274,0.3374,0.3165,0.043566667,0.049466667,0.007066667,0.073933333,0.079833333,0.054533333,0.371233333,0.376733333,0.319733333,0.396,0.4087,0.3948,0.404033333,0.416333333,0.412133333
14.5,0.4165,0.4013,0.3786,0.336166667,0.349466667,0.317066667,0.110066667,0.121366667,0.091366667,0.052933333,0.070433333,0.031433333,0.395833333,0.413333333,0.391733333,0.326566667,0.326966667,0.293466667,0.3285,0.3388,0.3182,0.043433333,0.050333333,0.006733333,0.074766667,0.080466667,0.056466667,0.371533333,0.377233333,0.320233333,0.395533333,0.407933333,0.395133333,0.403366667,0.414266667,0.411266667
14.59,0.4187,0.4034,0.3814,0.336,0.3479,0.3163,0.1097,0.1217,0.091,0.050766667,0.070866667,0.030566667,0.395133333,0.412533333,0.393233333,0.325633333,0.327433333,0.293033333,0.327266667,0.336866667,0.316466667,0.041433333,0.048433333,0.005833333,0.0741,0.0803,0.0535,0.370733333,0.374833333,0.318533333,0.394366667,0.406666667,0.392266667,0.403133333,0.415533333,0.411133333
14.67,0.418566667,0.402666667,0.381066667,0.335166667,0.347566667,0.317266667,0.1098,0.1228,0.0928,0.0527,0.0725,0.0318,0.393433333,0.413033333,0.393233333,0.328033333,0.329633333,0.295333333,0.3259,0.3364,0.3145,0.043533333,0.051233333,0.008233333,0.0748,0.0805,0.0556,0.372266667,0.375966667,0.320266667,0.395366667,0.407666667,0.393066667,0.402633333,0.414433333,0.411233333
14.75,0.4194,0.4045,0.3834,0.334866667,0.347366667,0.316866667,0.1088,0.1221,0.093,0.0542,0.0708,0.0302,0.3943,0.4131,0.3941,0.325933333,0.329433333,0.295133333,0.326,0.3363,0.3154,0.041166667,0.051466667,0.008866667,0.076633333,0.081633333,0.056933333,0.372933333,0.376033333,0.319533333,0.397066667,0.408066667,0.394166667,0.403433333,0.415533333,0.412333333
14.84,0.418466667,0.403866667,0.381166667,0.335366667,0.347566667,0.317866667,0.1102,0.122,0.0919,0.0545,0.0719,0.0311,0.393433333,0.414833333,0.394733333,0.3263,0.3292,0.2954,0.3268,0.336,0.3163,0.042033333,0.053033333,0.011333333,0.0757,0.0808,0.0572,0.373233333,0.376533333,0.320433333,0.3969,0.4075,0.3934,0.402333333,0.415833333,0.411333333
14.92,0.418433333,0.402833333,0.380533333,0.3338,0.3485,0.3182,0.1144,0.1235,0.0937,0.054933333,0.070533333,0.030233333,0.3929,0.4149,0.3957,0.3235,0.3274,0.2927,0.3259,0.3366,0.3177,0.045066667,0.052366667,0.010166667,0.0762,0.0806,0.0564,0.372833333,0.376833333,0.320833333,0.3973,0.4079,0.3941,0.403033333,0.415233333,0.410933333
15,0.4165,0.4023,0.3793,0.334233333,0.348333333,0.318133333,0.1149,0.1226,0.0929,0.056833333,0.072133333,0.031933333,0.3917,0.4144,0.3948,0.326566667,0.328166667,0.293766667,0.327733333,0.338233333,0.318033333,0.046,0.0528,0.0079,0.075866667,0.081666667,0.055266667,0.3743,0.3794,0.3218,0.398366667,0.409466667,0.395666667,0.403266667,0.416166667,0.412066667
15.09,0.4142,0.3994,0.3765,0.333966667,0.347866667,0.316566667,0.1154,0.1229,0.0926,0.056566667,0.073766667,0.031666667,0.394133333,0.415033333,0.395533333,0.327066667,0.327766667,0.291166667,0.327333333,0.337933333,0.317633333,0.045366667,0.052566667,0.007266667,0.076666667,0.079966667,0.051466667,0.3736,0.3789,0.3219,0.398466667,0.410466667,0.395066667,0.4024,0.4151,0.4112
15.17,0.413366667,0.399666667,0.376666667,0.334566667,0.348666667,0.317566667,0.1146,0.124,0.0943,0.057733333,0.072833333,0.032633333,0.395666667,0.415366667,0.394166667,0.326066667,0.327466667,0.290466667,0.326633333,0.337433333,0.316833333,0.044733333,0.050133333,0.003933333,0.0757,0.0807,0.0521,0.374,0.3783,0.3225,0.396766667,0.409566667,0.392666667,0.402466667,0.415566667,0.411066667
15.25,0.415566667,0.400266667,0.376966667,0.3343,0.3482,0.317,0.114233333,0.124333333,0.093733333,0.056866667,0.072966667,0.035066667,0.394366667,0.415066667,0.394466667,0.324866667,0.327366667,0.291766667,0.325766667,0.335966667,0.316166667,0.044,0.051,0.0058,0.0765,0.0824,0.0552,0.374366667,0.378066667,0.322266667,0.397166667,0.410466667,0.394766667,0.403533333,0.416433333,0.410933333
15.34,0.4168,0.4004,0.3778,0.3332,0.3471,0.3165,0.1163,0.1262,0.0952,0.057733333,0.072133333,0.032733333,0.3948,0.4154,0.3946,0.3245,0.3273,0.2913,0.3264,0.3363,0.3174,0.0439,0.0514,0.0051,0.077266667,0.082866667,0.055566667,0.3734,0.3777,0.3222,0.397866667,0.411666667,0.395366667,0.4019,0.4156,0.4076
15.42,0.415066667,0.399366667,0.377366667,0.334366667,0.346866667,0.318066667,0.118133333,0.127533333,0.097533333,0.0602,0.0716,0.0346,0.396633333,0.416433333,0.395233333,0.323533333,0.328233333,0.291733333,0.325833333,0.336233333,0.317633333,0.044233333,0.050533333,0.005933333,0.076966667,0.082566667,0.057266667,0.374166667,0.377766667,0.322966667,0.397233333,0.410633333,0.394433333,0.4023,0.4159,0.4083
15.5,0.416033333,0.400533333,0.378133333,0.335033333,0.346633333,0.316333333,0.1154,0.1259,0.0981,0.062,0.0729,0.0353,0.397133333,0.416933333,0.396733333,0.325566667,0.328866667,0.292866667,0.325066667,0.337166667,0.319066667,0.0446,0.0473,0.005,0.075433333,0.080433333,0.057633333,0.3726,0.3757,0.3193,0.398133333,0.410633333,0.393733333,0.402533333,0.416733333,0.408733333
15.59,0.416733333,0.402433333,0.379133333,0.335,0.3474,0.3165,0.114466667,0.125366667,0.097466667,0.0579,0.0708,0.0355,0.397333333,0.416033333,0.396333333,0.322966667,0.327266667,0.292566667,0.328333333,0.337333333,0.319033333,0.0433,0.046,0.0045,0.0759,0.0808,0.0562,0.3735,0.3784,0.3194,0.3969,0.4086,0.3928,0.401633333,0.417933333,0.409933333
15.67,0.4166,0.402,0.3783,0.3332,0.3469,0.3156,0.115333333,0.125733333,0.098833333,0.0585,0.0725,0.0362,0.397266667,0.415566667,0.396866667,0.323266667,0.327366667,0.294166667,0.3283,0.3381,0.3183,0.0421,0.0479,0.0045,0.075666667,0.080266667,0.056966667,0.373033333,0.378633333,0.317733333,0.397333333,0.409033333,0.392733333,0.403333333,0.416733333,0.409433333
15.75,0.4152,0.4003,0.3774,0.332833333,0.346833333,0.314433333,0.114333333,0.123633333,0.097933333,0.058,0.0728,0.0369,0.397966667,0.415866667,0.397866667,0.323566667,0.327466667,0.293566667,0.328066667,0.337766667,0.317366667,0.043066667,0.049866667,0.006366667,0.075233333,0.081133333,0.057733333,0.3741,0.3797,0.3184,0.396,0.408,0.392,0.402,0.4161,0.4087
